speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Species,Fresh,Brack,SynOC,SynGenus,SynSpecies,Author,Year,SynonymsRef,SyncodeValid,LastEpithet,Comment,Etymology,ETYFish,ETYFishURL,Valid,ValidTax,Synonymy,SynonymyDetail,Combination,OriginalPub,Misspelling,MisspellingDetail,NounApposition,Protonym,Basionym,StatusOrder,RankSearch,CommentTax,GSDOriginal,GSDStatus,GSDVersionDate,GSDExpert,CAS_SPC,CAS_REF_NO,CoL,ION_ID,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,synonym_base,synonym_sub,fishbaseValid
Gobius capitonellus,synonym,73,Gobius paganellus,Teleostei,Gobiiformes,Gobiidae,Gobius,Rock goby,TRUE,paganellus,1,1,52451,Gobius,capitonellus,"Kessler, 1874",1874,5299,NA,capitonellus,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,51947,4,NA,1,1,2021-02-01T00:00:00Z,303,18832,18397,1,NA,34,1996-05-06T00:00:00Z,303,2006-02-10T00:00:00Z,NA,NA,NA,Gobius capitonellus,Gobius capitonellus capitonellus,Gobius paganellus
Gobius punctipinnis,synonym,73,Gobius paganellus,Teleostei,Gobiiformes,Gobiidae,Gobius,Rock goby,TRUE,paganellus,1,1,52450,Gobius,punctipinnis,"Canestrini, 1862",1862,5299,NA,punctipinnis,"Year from Eschmeyer, pers. comm.",NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,51946,4,NA,1,1,2021-02-01T00:00:00Z,303,18831,17322,1,NA,34,1996-05-06T00:00:00Z,303,2006-02-10T00:00:00Z,NA,NA,NA,Gobius punctipinnis,Gobius punctipinnis punctipinnis,Gobius paganellus
Gobius scorteccii,accepted name,9962,Gobius scorteccii,Teleostei,Gobiiformes,Gobiidae,Gobius,NA,TRUE,scorteccii,1,0,33732,Gobius,scorteccii,"Poll, 1961",1961,4343,NA,scorteccii,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,52013,1,NA,1,1,2021-02-01T00:00:00Z,303,24768,6365,1,NA,34,1994-05-04T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-07-08T00:00:00Z,NA,Gobius scorteccii,Gobius scorteccii scorteccii,Gobius scorteccii
Mugilogobius durbanensis,accepted name,9973,Mugilogobius durbanensis,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Durban goby,TRUE,durbanensis,1,1,14656,Mugilogobius,durbanensis,"(Barnard, 1927)",1927,4343,NA,durbanensis,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,55804,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,54759,193,1,NA,34,1994-05-04T00:00:00Z,303,2017-10-27T00:00:00Z,34,1994-07-11T00:00:00Z,NA,Mugilogobius durbanensis,Mugilogobius durbanensis durbanensis,Mugilogobius durbanensis
Gobius durbanensis,synonym,9973,Mugilogobius durbanensis,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Durban goby,TRUE,durbanensis,1,1,14656,Gobius,durbanensis,"Barnard, 1927",1927,4343,NA,durbanensis,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,55805,2,NA,1,2,2011-09-30T00:00:00Z,303,54759,193,1,NA,34,1994-07-11T00:00:00Z,303,2017-10-27T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Gobius durbanensis,Gobius durbanensis durbanensis,Mugilogobius durbanensis
Stigmatogobius durbanensis,synonym,9973,Mugilogobius durbanensis,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Durban goby,TRUE,durbanensis,1,1,14656,Stigmatogobius,durbanensis,"(Barnard, 1927)",1927,4343,NA,durbanensis,In Smith 1960.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,55806,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,54759,193,1,NA,34,1994-12-08T00:00:00Z,303,2017-10-27T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Stigmatogobius durbanensis,Stigmatogobius durbanensis durbanensis,Mugilogobius durbanensis
Mugilogobius fuscus,accepted name,59235,Mugilogobius fuscus,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,NA,TRUE,fuscus,1,1,144689,Mugilogobius,fuscus,"(Herre, 1940)",1940,43716,NA,fuscus,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,55825,1,NA,0,9,NA,NA,43838,11010,1,NA,14,2002-11-27T00:00:00Z,303,2021-04-07T00:00:00Z,303,2021-04-07T00:00:00Z,NA,Mugilogobius fuscus,Mugilogobius fuscus fuscus,Mugilogobius fuscus
Mugilogobius fusca,synonym,59235,Mugilogobius fuscus,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,NA,TRUE,fuscus,1,1,144689,Mugilogobius,fusca,"(Herre, 1940)",1940,36648,NA,fusca,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,ISSsp,0,0,0,55827,1,NA,0,9,NA,NA,43838,11010,1,NA,113,2002-04-02T00:00:00Z,303,2021-04-07T00:00:00Z,303,2021-04-07T00:00:00Z,NA,Mugilogobius fusca,Mugilogobius fusca fusca,Mugilogobius fuscus
Mugilogobius luzonensis,synonym,59235,Mugilogobius fuscus,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,NA,TRUE,fuscus,1,1,54189,Mugilogobius,luzonensis,"Roxas & Ablan, 1940",1940,43716,NA,luzonensis,Questionable synonym.,NA,NA,NA,0,0,questionable,NA,original combination,1,0,NA,0,1,1,55828,255,NA,1,1,2012-01-12T00:00:00Z,303,18891,13218,1,NA,113,1996-06-03T00:00:00Z,303,2021-04-07T00:00:00Z,NA,NA,NA,Mugilogobius luzonensis,Mugilogobius luzonensis luzonensis,Mugilogobius fuscus
Vaimosa fusca,synonym,59235,Mugilogobius fuscus,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,NA,TRUE,fuscus,1,1,144689,Vaimosa,fusca,"Herre, 1940",1940,43716,NA,fusca,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,1,1,55826,2,NA,1,1,2012-01-12T00:00:00Z,303,43838,11010,1,NA,113,2002-04-02T00:00:00Z,303,2021-04-07T00:00:00Z,303,2021-04-07T00:00:00Z,NA,Vaimosa fusca,Vaimosa fusca fusca,Mugilogobius fuscus
Mugilogobius mertoni,accepted name,27416,Mugilogobius mertoni,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Chequered mangrove goby,TRUE,mertoni,1,1,120556,Mugilogobius,mertoni,"(Weber, 1911)",1911,94476,NA,mertoni,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,55795,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,43869,14827,1,NA,10,1997-08-28T00:00:00Z,10,2014-02-14T00:00:00Z,2,1998-07-09T00:00:00Z,NA,Mugilogobius mertoni,Mugilogobius mertoni mertoni,Mugilogobius mertoni
Gobius mertoni,synonym,27416,Mugilogobius mertoni,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Chequered mangrove goby,TRUE,mertoni,1,1,120556,Gobius,mertoni,"Weber, 1911",1911,26282,NA,mertoni,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,55796,2,NA,1,1,2021-02-01T00:00:00Z,303,43869,14827,1,NA,2,1998-07-09T00:00:00Z,303,2006-02-10T00:00:00Z,NA,NA,NA,Gobius mertoni,Gobius mertoni mertoni,Mugilogobius mertoni
Mugilogobius inhacae,synonym,27416,Mugilogobius mertoni,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Chequered mangrove goby,TRUE,mertoni,1,1,52841,Mugilogobius,inhacae,"(Smith, 1959)",1959,56945,NA,inhacae,NA,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,55800,1,NA,0,9,NA,NA,25171,4122,1,NA,14,1996-05-14T00:00:00Z,14,2013-12-23T00:00:00Z,NA,NA,NA,Mugilogobius inhacae,Mugilogobius inhacae inhacae,Mugilogobius mertoni
Stigmatogobius inhacae,synonym,27416,Mugilogobius mertoni,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Chequered mangrove goby,TRUE,mertoni,1,1,52841,Stigmatogobius,inhacae,"Smith, 1959",1959,56945,NA,inhacae,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,55799,2,NA,1,1,2021-02-01T00:00:00Z,303,25171,4122,1,NA,14,1996-05-14T00:00:00Z,14,2013-12-23T00:00:00Z,303,2013-12-23T00:00:00Z,NA,Stigmatogobius inhacae,Stigmatogobius inhacae inhacae,Mugilogobius mertoni
Tamanka mindora,synonym,27416,Mugilogobius mertoni,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Chequered mangrove goby,TRUE,mertoni,1,1,152356,Tamanka,mindora,"Herre, 1945",1945,43716,NA,mindora,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,55797,4,NA,1,1,2021-02-01T00:00:00Z,303,41183,13145,1,NA,14,2004-06-30T00:00:00Z,303,2006-02-10T00:00:00Z,NA,NA,NA,Tamanka mindora,Tamanka mindora mindora,Mugilogobius mertoni
Vaimosa layia,synonym,27416,Mugilogobius mertoni,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Chequered mangrove goby,TRUE,mertoni,1,1,164758,Vaimosa,layia,"Herre, 1953",1953,43716,NA,layia,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,55798,4,NA,1,1,2021-02-01T00:00:00Z,303,26823,11046,1,NA,10,2010-12-21T00:00:00Z,NA,2010-12-21T00:00:00Z,NA,NA,NA,Vaimosa layia,Vaimosa layia layia,Mugilogobius mertoni
Nematogobius maindroni,accepted name,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,14659,Nematogobius,maindroni,"(Sauvage, 1880)",1880,4343,NA,maindroni,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,53762,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,56328,3887,1,NA,34,1994-05-05T00:00:00Z,303,2007-02-02T00:00:00Z,34,1994-07-11T00:00:00Z,NA,Nematogobius maindroni,Nematogobius maindroni maindroni,Nematogobius maindroni
Boleogobius nigeriensis,synonym,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,176691,Boleogobius,nigeriensis,"Brüning, 1930",1930,123477,NA,nigeriensis,NA,NA,NA,NA,0,0,questionable,NA,original combination,1,0,NA,0,1,1,53769,NA,NA,1,1,2021-05-04T00:00:00Z,303,75675,36471,0,NA,303,2021-05-22T00:00:00Z,NA,2021-05-22T00:00:00Z,303,2021-05-22T00:00:00Z,NA,Boleogobius nigeriensis,Boleogobius nigeriensis nigeriensis,Nematogobius maindroni
Gobius maindroni,synonym,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,14659,Gobius,maindroni,"Sauvage, 1880",1880,4343,NA,maindroni,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,53763,2,NA,1,1,2021-02-01T00:00:00Z,303,56328,3887,1,NA,34,1994-07-11T00:00:00Z,303,2007-02-02T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Gobius maindroni,Gobius maindroni maindroni,Nematogobius maindroni
Gobius mendroni,synonym,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,14659,Gobius,mendroni,"(Sauvage, 1880)",1880,4343,NA,mendroni,Misspelling of <i>maindroni</i> in Rochebrune 1882.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,53764,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,56328,3887,1,NA,34,1994-12-08T00:00:00Z,303,2007-02-02T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Gobius mendroni,Gobius mendroni mendroni,Nematogobius maindroni
Gobius uaindroni,synonym,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,14659,Gobius,uaindroni,"(Sauvage, 1880)",1880,4343,NA,uaindroni,Misspelling of <i>maindroni</i> in Pellegrin 1929.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,53765,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,56328,3887,1,NA,34,1994-12-08T00:00:00Z,303,2007-02-02T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Gobius uaindroni,Gobius uaindroni uaindroni,Nematogobius maindroni
Nematogobius ansorgei,synonym,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,33737,Nematogobius,ansorgei,"Boulenger, 1910",1910,10701,NA,ansorgei,"Misspelling, in Bassindale 1961.",NA,NA,NA,0,0,junior synonym,NA,original combination,0,1,NA,0,0,0,53767,255,NA,0,9,NA,NA,21268,577,1,NA,34,1994-07-11T00:00:00Z,14,2011-06-16T00:00:00Z,303,2011-06-16T00:00:00Z,NA,Nematogobius ansorgei,Nematogobius ansorgei ansorgei,Nematogobius maindroni
Nematogobius ansorgii,synonym,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,33737,Nematogobius,ansorgii,"Boulenger, 1910",1910,10701,NA,ansorgii,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,53766,4,NA,1,1,2021-02-01T00:00:00Z,303,21268,577,1,NA,34,1994-05-05T00:00:00Z,14,2011-06-16T00:00:00Z,14,2011-06-16T00:00:00Z,NA,Nematogobius ansorgii,Nematogobius ansorgii ansorgii,Nematogobius maindroni
Nematogobius ansori,synonym,9975,Nematogobius maindroni,Teleostei,Gobiiformes,Gobiidae,Nematogobius,NA,TRUE,maindroni,1,1,33737,Nematogobius,ansori,"Boulenger, 1910",1910,10701,NA,ansori,Misspelling of <i>ansorgii</i> in Herre 1946.,NA,NA,NA,0,0,junior synonym,NA,original combination,0,1,NA,0,0,0,53768,255,NA,0,9,NA,NA,21268,577,1,NA,34,1994-07-11T00:00:00Z,14,2011-06-16T00:00:00Z,14,2011-06-16T00:00:00Z,NA,Nematogobius ansori,Nematogobius ansori ansori,Nematogobius maindroni
Oligolepis acutipennis,accepted name,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,7692,Oligolepis,acutipennis,"(Valenciennes, 1837)",1837,4343,NA,acutipennis,In Cuvier & Valenciennes.,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,55632,1,NA,0,9,NA,NA,18921,1006,1,NA,2,1992-02-20T00:00:00Z,303,2019-02-14T00:00:00Z,303,2019-02-14T00:00:00Z,NA,Oligolepis acutipennis,Oligolepis acutipennis acutipennis,Oligolepis acutipennis
Ctenogobius acutipennis,synonym,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,7692,Ctenogobius,acutipennis,"(Valenciennes, 1837)",1837,2798,NA,acutipennis,In Smith 1959.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,55634,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,18921,1006,1,NA,10,1992-07-13T00:00:00Z,303,2007-02-02T00:00:00Z,34,1994-12-08T00:00:00Z,NA,Ctenogobius acutipennis,Ctenogobius acutipennis acutipennis,Oligolepis acutipennis
Ctenogobius acutipinnis,synonym,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,7692,Ctenogobius,acutipinnis,"(Valenciennes, 1837)",1837,4343,NA,acutipinnis,"Misspelling of <i>acutipennis</i>, in Hoese & Winterbottom 1979.",NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,55635,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,18921,1006,1,NA,34,1994-12-08T00:00:00Z,303,2007-02-02T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Ctenogobius acutipinnis,Ctenogobius acutipinnis acutipinnis,Oligolepis acutipennis
Gobius acutipennis,synonym,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,7692,Gobius,acutipennis,"Valenciennes, 1837",1837,2798,NA,acutipennis,In Cuvier & Valenciennes.,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,55633,2,NA,1,1,2021-02-01T00:00:00Z,303,18921,1006,1,NA,10,1992-07-13T00:00:00Z,303,2006-02-10T00:00:00Z,113,1997-02-21T00:00:00Z,NA,Gobius acutipennis,Gobius acutipennis acutipennis,Oligolepis acutipennis
Gobius melanostigma,synonym,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,14667,Gobius,melanostigma,"Bleeker, 1849",1849,4343,NA,melanostigma,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,55639,4,NA,1,1,2021-02-01T00:00:00Z,303,20693,319,1,NA,34,1994-07-11T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Gobius melanostigma,Gobius melanostigma melanostigma,Oligolepis acutipennis
Gobius setosus,synonym,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,14666,Gobius,setosus,"Valenciennes, 1837",1837,4343,NA,setosus,In Cuvier & Valenciennes.,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,55638,4,NA,1,1,2021-02-01T00:00:00Z,303,43822,1006,1,NA,34,1994-07-11T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Gobius setosus,Gobius setosus setosus,Oligolepis acutipennis
Oligolepis acutipinnis,synonym,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,7692,Oligolepis,acutipinnis,"(Valenciennes, 1837)",1837,4343,NA,acutipinnis,Misspelling of <i>acutipennis</i> in Hoese & Winterbottom 1979.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,55636,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,18921,1006,1,NA,34,1994-12-08T00:00:00Z,303,2007-02-02T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Oligolepis acutipinnis,Oligolepis acutipinnis acutipinnis,Oligolepis acutipennis
Oligolepis acutippinis,synonym,5125,Oligolepis acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Sharptail goby,TRUE,acutipennis,1,1,7692,Oligolepis,acutippinis,"(Valenciennes, 1837)",1837,40966,NA,acutippinis,Misspelling of the specific name.  Author as Cuvier & Valenciennes.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,55637,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,18921,1006,1,NA,949,2002-07-11T00:00:00Z,303,2007-02-02T00:00:00Z,NA,NA,NA,Oligolepis acutippinis,Oligolepis acutippinis acutippinis,Oligolepis acutipennis
Oxyurichthys ophthalmonema,accepted name,10298,Oxyurichthys ophthalmonema,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys,Eyebrow goby,TRUE,ophthalmonema,1,1,14072,Oxyurichthys,ophthalmonema,"(Bleeker, 1856)",1856,36648,NA,ophthalmonema,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,55033,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,21869,16861,1,NA,2,1994-05-25T00:00:00Z,303,2011-10-26T00:00:00Z,34,1996-07-02T00:00:00Z,NA,Oxyurichthys ophthalmonema,Oxyurichthys ophthalmonema ophthalmonema,Oxyurichthys ophthalmonema
Gobius ophthalmonema,synonym,10298,Oxyurichthys ophthalmonema,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys,Eyebrow goby,TRUE,ophthalmonema,1,1,14072,Gobius,ophthalmonema,"Bleeker, 1856",1856,2798,NA,ophthalmonema,Year from Eschmeyer (CofF 1998: Ref. 26282).,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,55034,2,NA,1,1,2021-02-01T00:00:00Z,303,21869,16861,1,NA,2,1994-05-25T00:00:00Z,303,2011-10-26T00:00:00Z,34,1996-07-02T00:00:00Z,NA,Gobius ophthalmonema,Gobius ophthalmonema ophthalmonema,Oxyurichthys ophthalmonema
Oxyurichthys ophthalmonemus,synonym,10298,Oxyurichthys ophthalmonema,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys,Eyebrow goby,TRUE,ophthalmonema,1,1,14072,Oxyurichthys,ophthalmonemus,"(Bleeker, 1856)",1856,13275,NA,ophthalmonemus,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,55035,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,21869,16861,1,NA,10,1997-08-28T00:00:00Z,303,2011-10-26T00:00:00Z,2,1998-08-14T00:00:00Z,NA,Oxyurichthys ophthalmonemus,Oxyurichthys ophthalmonemus ophthalmonemus,Oxyurichthys ophthalmonema
Oxyurichthys ophthalmonepis,synonym,10298,Oxyurichthys ophthalmonema,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys,Eyebrow goby,TRUE,ophthalmonema,1,1,14072,Oxyurichthys,ophthalmonepis,"(Bleeker, 1856)",1856,36648,NA,ophthalmonepis,<i>Lapsus calami</i>,NA,NA,NA,0,0,senior synonym,other,new combination,0,1,LC,0,0,0,55036,255,NA,0,9,NA,NA,21869,16861,1,NA,14,2003-10-27T00:00:00Z,303,2011-10-26T00:00:00Z,NA,NA,NA,Oxyurichthys ophthalmonepis,Oxyurichthys ophthalmonepis ophthalmonepis,Oxyurichthys ophthalmonema
Oxyurichthys opthalmonemus,synonym,10298,Oxyurichthys ophthalmonema,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys,Eyebrow goby,TRUE,ophthalmonema,1,1,14072,Oxyurichthys,opthalmonemus,"(Bleeker, 1856)",1856,36648,NA,opthalmonemus,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,55037,255,NA,0,9,NA,NA,21869,16861,0,NA,393,2011-12-07T00:00:00Z,NA,2011-12-07T00:00:00Z,NA,NA,NA,Oxyurichthys opthalmonemus,Oxyurichthys opthalmonemus opthalmonemus,Oxyurichthys ophthalmonema
Pandaka silvana,accepted name,9981,Pandaka silvana,Teleostei,Gobiiformes,Gobiidae,Pandaka,Dwarfgoby,TRUE,silvana,1,0,14677,Pandaka,silvana,"(Barnard, 1943)",1943,43716,NA,silvana,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,55983,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,44031,13193,1,NA,34,1994-05-05T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-07-11T00:00:00Z,NA,Pandaka silvana,Pandaka silvana silvana,Pandaka silvana
Gobius silvanus,synonym,9981,Pandaka silvana,Teleostei,Gobiiformes,Gobiidae,Pandaka,Dwarfgoby,TRUE,silvana,1,0,14677,Gobius,silvanus,"Barnard, 1943",1943,43716,NA,silvanus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,55984,2,NA,1,1,2021-02-01T00:00:00Z,303,44031,13193,1,NA,34,1994-07-11T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Gobius silvanus,Gobius silvanus silvanus,Pandaka silvana
Pandaka minuta,synonym,9981,Pandaka silvana,Teleostei,Gobiiformes,Gobiidae,Pandaka,Dwarfgoby,TRUE,silvana,1,0,19582,Pandaka,minuta,"Smith, 1959",1959,43716,NA,minuta,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,55985,4,NA,1,1,2021-02-01T00:00:00Z,303,25162,4122,1,NA,34,1994-12-08T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Pandaka minuta,Pandaka minuta minuta,Pandaka silvana
Parasicydium bandama,accepted name,2493,Parasicydium bandama,Teleostei,Gobiiformes,Gobiidae,Parasicydium,NA,TRUE,bandama,1,0,30459,Parasicydium,bandama,"Risch, 1980",1980,57403,NA,bandama,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,56440,1,NA,1,1,2021-02-01T00:00:00Z,303,9062,3754,1,NA,3,1991-03-06T00:00:00Z,303,2008-02-14T00:00:00Z,34,1994-07-11T00:00:00Z,NA,Parasicydium bandama,Parasicydium bandama bandama,Parasicydium bandama
Lentipes bandama,synonym,2493,Parasicydium bandama,Teleostei,Gobiiformes,Gobiidae,Parasicydium,NA,TRUE,bandama,1,0,30459,Lentipes,bandama,"(Risch, 1980)",1980,57403,NA,bandama,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,56441,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,9062,3754,1,NA,10,1999-02-20T00:00:00Z,113,2008-02-04T00:00:00Z,NA,NA,NA,Lentipes bandama,Lentipes bandama bandama,Parasicydium bandama
Parasicydium bandamae,synonym,2493,Parasicydium bandama,Teleostei,Gobiiformes,Gobiidae,Parasicydium,NA,TRUE,bandama,1,0,30459,Parasicydium,bandamae,"Risch, 1980",1980,26282,NA,bandamae,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,56442,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 303 on  16/08/06.",0,9,NA,NA,9062,3754,1,NA,10,1999-02-20T00:00:00Z,303,2012-10-17T00:00:00Z,NA,NA,NA,Parasicydium bandamae,Parasicydium bandamae bandamae,Parasicydium bandama
Pomatoschistus marmoratus,accepted name,9191,Pomatoschistus marmoratus,Teleostei,Gobiiformes,Gobiidae,Pomatoschistus,Marbled goby,TRUE,marmoratus,1,1,14683,Pomatoschistus,marmoratus,"(Risso, 1810)",1810,13696,NA,marmoratus,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,55472,1,NA,0,9,NA,NA,49137,3755,1,NA,18,1994-03-09T00:00:00Z,303,2013-02-26T00:00:00Z,34,1994-07-11T00:00:00Z,NA,Pomatoschistus marmoratus,Pomatoschistus marmoratus marmoratus,Pomatoschistus marmoratus
Atherina marmorata,synonym,9191,Pomatoschistus marmoratus,Teleostei,Gobiiformes,Gobiidae,Pomatoschistus,Marbled goby,TRUE,marmoratus,1,1,14683,Atherina,marmorata,"Risso, 1810",1810,13696,NA,marmorata,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,55473,2,NA,1,1,2021-02-01T00:00:00Z,303,49137,3755,1,NA,34,1994-07-11T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-02-18T00:00:00Z,NA,Atherina marmorata,Atherina marmorata marmorata,Pomatoschistus marmoratus
