speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Species,Fresh,Brack,SynOC,SynGenus,SynSpecies,Author,Year,SynonymsRef,SyncodeValid,LastEpithet,Comment,Etymology,ETYFish,ETYFishURL,Valid,ValidTax,Synonymy,SynonymyDetail,Combination,OriginalPub,Misspelling,MisspellingDetail,NounApposition,Protonym,Basionym,StatusOrder,RankSearch,CommentTax,GSDOriginal,GSDStatus,GSDVersionDate,GSDExpert,CAS_SPC,CAS_REF_NO,CoL,ION_ID,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,synonym_base,synonym_sub,fishbaseValid
Haplochromis ventralis,synonym,6896,Pseudocrenilabrus nicholsi,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,NA,TRUE,nicholsi,1,0,12871,Haplochromis,ventralis,"(Nichols, 1928)",1928,5682,NA,ventralis,In Poll & Gosse 1963; new combination of a preoccupied name.,NA,NA,NA,0,0,homonym,NA,new combination,0,0,NA,0,0,0,63762,255,NA,0,9,NA,NA,54511,15863,1,NA,34,1994-09-01T00:00:00Z,303,2013-07-02T00:00:00Z,3,1994-12-09T00:00:00Z,NA,Haplochromis ventralis,Haplochromis ventralis ventralis,Pseudocrenilabrus nicholsi
Paratilapia nicholsi,synonym,6896,Pseudocrenilabrus nicholsi,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,NA,TRUE,nicholsi,1,0,12872,Paratilapia,nicholsi,"Pellegrin, 1928",1928,5682,NA,nicholsi,Replaced the preoccupied name <i>Paratilapia ventralis</i> Nichols 1928.,NA,NA,NA,0,0,senior synonym,replacement name,original combination,0,0,NA,0,0,0,63760,2,NA,1,1,2021-02-01T00:00:00Z,303,38272,21191,1,NA,34,1994-02-24T00:00:00Z,303,2007-02-08T00:00:00Z,3,1994-12-09T00:00:00Z,NA,Paratilapia nicholsi,Paratilapia nicholsi nicholsi,Pseudocrenilabrus nicholsi
Paratilapia ventralis,synonym,6896,Pseudocrenilabrus nicholsi,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,NA,TRUE,nicholsi,1,0,12871,Paratilapia,ventralis,"Nichols, 1928",1928,5682,NA,ventralis,Preoccupied by <i>Paratilapia ventralis</i> Boulenger 1898 = <i>Oreochromis ventralis</i>,NA,NA,NA,0,0,homonym,1°homonym,original combination,1,0,NA,0,0,1,63761,255,NA,1,1,2021-02-01T00:00:00Z,303,54511,15863,1,NA,34,1994-02-24T00:00:00Z,303,2013-07-02T00:00:00Z,3,1994-12-13T00:00:00Z,NA,Paratilapia ventralis,Paratilapia ventralis ventralis,Pseudocrenilabrus nicholsi
Pseudocrenilabrus philander,accepted name,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,9346,Pseudocrenilabrus,philander,"(Weber, 1897)",1897,5682,NA,philander,In Trewavas 1973.,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,63727,1,NA,0,9,NA,NA,38679,14640,1,NA,34,1993-08-27T00:00:00Z,10,2013-02-04T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Pseudocrenilabrus philander,Pseudocrenilabrus philander philander,Pseudocrenilabrus philander
Chromis philander,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,9346,Chromis,philander,"Weber, 1897",1897,5682,NA,philander,Subgenus:  <i>Ctenochromis</i> (Ref. 33021).,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,63728,2,NA,1,1,2021-02-01T00:00:00Z,303,38679,14640,1,NA,34,1993-02-09T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Chromis philander,Chromis philander philander,Pseudocrenilabrus philander
Haplochromis philander,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,9346,Haplochromis,philander,"(Weber, 1897)",1897,5682,NA,philander,In Ricardo-Bertram 1943.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,63729,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38679,14640,1,NA,34,1993-02-09T00:00:00Z,303,2006-08-15T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Haplochromis philander,Haplochromis philander philander,Pseudocrenilabrus philander
Haplochromis philander dispersus dispersus,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,11009,Haplochromis,philander dispersus,"Trewavas, 1936",1936,5682,NA,dispersus,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,63741,2,NA,1,1,2021-02-01T00:00:00Z,303,52340,13752,1,NA,34,1993-08-27T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Haplochromis philander dispersus,Haplochromis philander dispersus dispersus,Pseudocrenilabrus philander
Haplochromis philander luebberti luebberti,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,12853,Haplochromis,philander luebberti,"(Hilgendorf, 1902)",1902,5682,NA,luebberti,In Trewavas 1936.,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,63737,3,NA,0,9,NA,NA,38263,14879,1,NA,34,1994-02-23T00:00:00Z,10,2013-02-04T00:00:00Z,2,1994-12-09T00:00:00Z,NA,Haplochromis philander luebberti,Haplochromis philander luebberti luebberti,Pseudocrenilabrus philander
Haplochromis philander philander,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,9346,Haplochromis,philander philander,"(Weber, 1897)",1897,5682,NA,philander,In Trewavas 1936.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,63730,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38679,14640,1,NA,34,1993-08-27T00:00:00Z,303,2006-08-15T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Haplochromis philander philander,Haplochromis philander philander philander,Pseudocrenilabrus philander
Hemihaplochromis philander,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,9346,Hemihaplochromis,philander,"(Weber, 1897)",1897,5682,NA,philander,"= <i>Pseudocrenilabrus</i>, in Caulton 1975.",NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,63731,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38679,14640,1,NA,34,1993-02-09T00:00:00Z,303,2006-08-15T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Hemihaplochromis philander,Hemihaplochromis philander philander,Pseudocrenilabrus philander
Hemihaplochromis philander dispersus dispersus,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,11009,Hemihaplochromis,philander dispersus,"(Trewavas, 1936)",1936,5682,NA,dispersus,NA,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,63742,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,52340,13752,1,NA,2,1994-12-09T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Hemihaplochromis philander dispersus,Hemihaplochromis philander dispersus dispersus,Pseudocrenilabrus philander
Paratilapia luebberti,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,12853,Paratilapia,luebberti,"Hilgendorf, 1902",1902,5682,NA,luebberti,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,63736,2,NA,1,1,2021-02-01T00:00:00Z,303,38263,14879,1,NA,34,1994-02-23T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Paratilapia luebberti,Paratilapia luebberti luebberti,Pseudocrenilabrus philander
Pseudocrenilabrus natalensis,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,11006,Pseudocrenilabrus,natalensis,"Fowler, 1934",1934,5682,NA,natalensis,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,63740,4,NA,1,1,2021-02-01T00:00:00Z,303,21863,1419,1,NA,34,1993-08-27T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Pseudocrenilabrus natalensis,Pseudocrenilabrus natalensis natalensis,Pseudocrenilabrus philander
Pseudocrenilabrus philander dispersus dispersus,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,11009,Pseudocrenilabrus,philander dispersus,"(Trewavas, 1936)",1936,5682,NA,dispersus,NA,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,63743,1,NA,0,9,NA,NA,52340,13752,1,NA,37,1992-12-16T00:00:00Z,10,2013-02-04T00:00:00Z,675,2003-11-03T00:00:00Z,NA,Pseudocrenilabrus philander dispersus,Pseudocrenilabrus philander dispersus dispersus,Pseudocrenilabrus philander
Pseudocrenilabrus philander luebberti luebberti,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,12853,Pseudocrenilabrus,philander luebberti,"(Hilgendorf, 1902)",1902,5682,NA,luebberti,NA,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,63738,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38263,14879,1,NA,37,1992-12-16T00:00:00Z,10,2013-02-04T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pseudocrenilabrus philander luebberti,Pseudocrenilabrus philander luebberti luebberti,Pseudocrenilabrus philander
Pseudocrenilabrus philander philander,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,9346,Pseudocrenilabrus,philander philander,"(Weber, 1897)",1897,5682,NA,philander,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,63732,1,NA,0,9,NA,NA,38679,14640,1,NA,37,1992-12-16T00:00:00Z,10,2013-02-04T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Pseudocrenilabrus philander philander,Pseudocrenilabrus philander philander philander,Pseudocrenilabrus philander
Tilapia ellenbergeri,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,19662,Tilapia,ellenbergeri,"Gilchrist & Thompson, 1917",1917,5682,NA,ellenbergeri,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,63739,4,NA,1,1,2021-02-01T00:00:00Z,303,47038,15119,1,NA,2,1994-12-09T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Tilapia ellenbergeri,Tilapia ellenbergeri ellenbergeri,Pseudocrenilabrus philander
Tilapia philander,synonym,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,philander,1,0,9346,Tilapia,philander,"(Weber, 1897)",1897,5682,NA,philander,"In Pellegrin 1904, in part.",NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,63733,255,NA,0,9,NA,NA,38679,14640,1,NA,34,1994-02-23T00:00:00Z,303,2013-07-02T00:00:00Z,2,1994-12-09T00:00:00Z,NA,Tilapia philander,Tilapia philander philander,Pseudocrenilabrus philander
Pseudocrenilabrus pyrrhocaudalis,accepted name,68155,Pseudocrenilabrus pyrrhocaudalis,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Fire-tailed Pseudocrenilabrus,TRUE,pyrrhocaudalis,1,0,171907,Pseudocrenilabrus,pyrrhocaudalis,"Katongo, Seehausen & Snoeks, 2017",2017,114630,NA,pyrrhocaudalis,NA,Named <i>Pseudocrenilabrus pyrrhocaudalis</i> because this species has a bright orange tail which resembles a flame of fire (Ref. 114630).,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,63763,1,NA,1,1,2021-02-01T00:00:00Z,303,74778,35163,0,NA,1307,2017-03-01T21:48:00Z,675,2018-01-04T19:04:14Z,NA,NA,NA,Pseudocrenilabrus pyrrhocaudalis,Pseudocrenilabrus pyrrhocaudalis pyrrhocaudalis,Pseudocrenilabrus pyrrhocaudalis
Pseudosimochromis babaulti,accepted name,7953,Pseudosimochromis babaulti,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,babaulti,1,0,32597,Pseudosimochromis,babaulti,"(Pellegrin, 1927)",1927,107730,NA,babaulti,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66464,NA,NA,0,9,NA,NA,38479,15872,0,NA,675,2016-07-11T15:29:23Z,NA,2016-07-11T15:29:23Z,NA,NA,NA,Pseudosimochromis babaulti,Pseudosimochromis babaulti babaulti,Pseudosimochromis babaulti
Pseudosimochromis pleurospilus,synonym,7953,Pseudosimochromis babaulti,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,babaulti,1,0,33036,Pseudosimochromis,pleurospilus,"(Nelissen, 1978)",1978,107730,NA,pleurospilus,NA,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,66467,NA,NA,0,9,NA,NA,9558,8903,0,NA,675,2016-07-11T15:45:18Z,675,2016-07-13T20:55:35Z,NA,NA,NA,Pseudosimochromis pleurospilus,Pseudosimochromis pleurospilus pleurospilus,Pseudosimochromis babaulti
Simochromis babaulti,synonym,7953,Pseudosimochromis babaulti,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,babaulti,1,0,32597,Simochromis,babaulti,"Pellegrin, 1927",1927,107730,NA,babaulti,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,66465,1,NA,1,1,2021-02-01T00:00:00Z,303,38479,15872,1,NA,34,1993-04-21T00:00:00Z,675,2016-07-11T15:28:27Z,34,1994-08-20T00:00:00Z,NA,Simochromis babaulti,Simochromis babaulti babaulti,Pseudosimochromis babaulti
Simochromis pleurospilus,synonym,7953,Pseudosimochromis babaulti,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,babaulti,1,0,33036,Simochromis,pleurospilus,"Nelissen, 1978",1978,107730,NA,pleurospilus,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,66466,1,NA,1,1,2021-02-01T00:00:00Z,303,9558,8903,1,NA,34,1994-03-03T00:00:00Z,675,2016-07-13T20:56:12Z,34,1994-08-18T00:00:00Z,NA,Simochromis pleurospilus,Simochromis pleurospilus pleurospilus,Pseudosimochromis babaulti
Pseudosimochromis curvifrons,accepted name,8819,Pseudosimochromis curvifrons,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,curvifrons,1,0,12888,Pseudosimochromis,curvifrons,"(Poll, 1942)",1942,5683,NA,curvifrons,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66462,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,22063,3516,1,NA,34,1994-02-28T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pseudosimochromis curvifrons,Pseudosimochromis curvifrons curvifrons,Pseudosimochromis curvifrons
Simochromis curvifrons,synonym,8819,Pseudosimochromis curvifrons,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,curvifrons,1,0,12888,Simochromis,curvifrons,"Poll, 1942",1942,5683,NA,curvifrons,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66463,2,NA,1,1,2021-02-01T00:00:00Z,303,22063,3516,1,NA,34,1994-02-28T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Simochromis curvifrons,Simochromis curvifrons curvifrons,Pseudosimochromis curvifrons
Pseudosimochromis margaretae,accepted name,8858,Pseudosimochromis margaretae,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,margaretae,1,0,33033,Pseudosimochromis,margaretae,"(Axelrod & Harrison, 1978)",1978,107730,NA,margaretae,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66471,NA,NA,0,9,NA,NA,9666,7009,0,NA,675,2016-07-11T16:12:10Z,NA,2016-07-11T16:12:10Z,NA,NA,NA,Pseudosimochromis margaretae,Pseudosimochromis margaretae margaretae,Pseudosimochromis margaretae
Simochromis margaretae,synonym,8858,Pseudosimochromis margaretae,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,margaretae,1,0,33033,Simochromis,margaretae,"Axelrod & Harrison, 1978",1978,107730,NA,margaretae,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66472,1,NA,1,1,2021-02-01T00:00:00Z,303,9666,7009,1,NA,34,1994-03-03T00:00:00Z,675,2016-07-11T16:11:16Z,34,1994-08-20T00:00:00Z,NA,Simochromis margaretae,Simochromis margaretae margaretae,Pseudosimochromis margaretae
Simochromis margaritae,synonym,8858,Pseudosimochromis margaretae,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,margaretae,1,0,33033,Simochromis,margaritae,"Axelrod & Harrison, 1978",1978,5694,NA,margaritae,In Brichard 1989.,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,66473,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 113 on  28/08/06.",0,9,NA,NA,9666,7009,1,NA,34,1994-03-03T00:00:00Z,303,2012-10-17T00:00:00Z,2,1994-12-08T00:00:00Z,NA,Simochromis margaritae,Simochromis margaritae margaritae,Pseudosimochromis margaretae
Pseudosimochromis marginatus,accepted name,8859,Pseudosimochromis marginatus,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,marginatus,1,0,33034,Pseudosimochromis,marginatus,"(Poll, 1956)",1956,107730,NA,marginatus,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66468,NA,NA,0,9,NA,NA,25526,12591,0,NA,675,2016-07-11T16:02:55Z,NA,2016-07-11T16:02:55Z,NA,NA,NA,Pseudosimochromis marginatus,Pseudosimochromis marginatus marginatus,Pseudosimochromis marginatus
Simochromis marginatum,synonym,8859,Pseudosimochromis marginatus,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,marginatus,1,0,33034,Simochromis,marginatum,"Poll, 1956",1956,5694,NA,marginatum,In Brichard 1989.,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,66470,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 113 on  28/08/06.",0,9,NA,NA,25526,12591,1,NA,34,1994-03-03T00:00:00Z,303,2012-10-17T00:00:00Z,2,1994-12-08T00:00:00Z,NA,Simochromis marginatum,Simochromis marginatum marginatum,Pseudosimochromis marginatus
Simochromis marginatus,synonym,8859,Pseudosimochromis marginatus,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,marginatus,1,0,33034,Simochromis,marginatus,"Poll, 1956",1956,107730,NA,marginatus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66469,1,NA,1,1,2021-02-01T00:00:00Z,303,25526,12591,1,NA,34,1994-03-03T00:00:00Z,675,2016-07-11T16:02:03Z,34,1994-08-20T00:00:00Z,NA,Simochromis marginatus,Simochromis marginatus marginatus,Pseudosimochromis marginatus
Pseudotropheus benetos,accepted name,46262,Pseudotropheus benetos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,benetos,1,0,112646,Pseudotropheus,benetos,"(Bowers & Stauffer, 1997)",1997,89864,NA,benetos,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66140,NA,NA,0,9,NA,NA,64007,22861,0,NA,675,2013-07-31T16:16:18Z,303,2013-12-03T00:00:00Z,NA,NA,NA,Pseudotropheus benetos,Pseudotropheus benetos benetos,Pseudotropheus benetos
Melanochromis benetos,synonym,46262,Pseudotropheus benetos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,benetos,1,0,112646,Melanochromis,benetos,"Bowers & Stauffer, 1997",1997,89864,NA,benetos,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,66141,1,NA,1,1,2021-02-01T00:00:00Z,303,64007,22861,1,NA,97,1998-02-11T00:00:00Z,303,2013-12-03T00:00:00Z,NA,NA,NA,Melanochromis benetos,Melanochromis benetos benetos,Pseudotropheus benetos
Pseudotropheus brevis,accepted name,8360,Pseudotropheus brevis,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,brevis,1,0,32793,Pseudotropheus,brevis,"(Trewavas, 1935)",1935,89864,NA,brevis,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66119,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38148,4451,1,NA,34,1993-08-31T00:00:00Z,675,2013-07-23T20:33:00Z,1,1994-12-27T00:00:00Z,NA,Pseudotropheus brevis,Pseudotropheus brevis brevis,Pseudotropheus brevis
Melanochromis brevis,synonym,8360,Pseudotropheus brevis,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,brevis,1,0,32793,Melanochromis,brevis,"Trewavas, 1935",1935,89864,NA,brevis,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66120,1,NA,1,1,2021-02-01T00:00:00Z,303,38148,4451,1,NA,34,1993-08-31T00:00:00Z,675,2013-07-23T20:32:27Z,34,1994-03-21T00:00:00Z,NA,Melanochromis brevis,Melanochromis brevis brevis,Pseudotropheus brevis
Pseudotropheus crabro,accepted name,2359,Pseudotropheus crabro,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,crabro,1,0,12889,Pseudotropheus,crabro,"(Ribbink & Lewis, 1982)",1982,5684,NA,crabro,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66137,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,8520,8425,1,NA,3,1991-03-04T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pseudotropheus crabro,Pseudotropheus crabro crabro,Pseudotropheus crabro
Maylandia crabro,synonym,2359,Pseudotropheus crabro,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,crabro,1,0,12889,Maylandia,crabro,"(Ribbink & Lewis, 1982)",1982,NA,NA,crabro,Needs a reference.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,66139,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,8520,8425,1,NA,14,2007-05-28T00:00:00Z,NA,2007-05-28T00:00:00Z,NA,NA,NA,Maylandia crabro,Maylandia crabro crabro,Pseudotropheus crabro
Melanochromis crabro,synonym,2359,Pseudotropheus crabro,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,crabro,1,0,12889,Melanochromis,crabro,"Ribbink & Lewis, 1982",1982,5684,NA,crabro,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66138,2,NA,1,1,2021-02-01T00:00:00Z,303,8520,8425,1,NA,34,1994-02-28T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Melanochromis crabro,Melanochromis crabro crabro,Pseudotropheus crabro
Pseudotropheus cyaneorhabdos,accepted name,46243,Pseudotropheus cyaneorhabdos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,cyaneorhabdos,1,0,112623,Pseudotropheus,cyaneorhabdos,"(Bowers & Stauffer, 1997)",1997,89864,NA,cyaneorhabdos,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66142,NA,NA,0,9,NA,NA,63989,22861,0,NA,675,2013-07-25T19:37:17Z,303,2013-12-03T00:00:00Z,NA,NA,NA,Pseudotropheus cyaneorhabdos,Pseudotropheus cyaneorhabdos cyaneorhabdos,Pseudotropheus cyaneorhabdos
Melanochromis cyaneorhabdos,synonym,46243,Pseudotropheus cyaneorhabdos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,cyaneorhabdos,1,0,112623,Melanochromis,cyaneorhabdos,"Bowers & Stauffer, 1997",1997,89864,NA,cyaneorhabdos,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,66143,1,NA,1,1,2021-02-01T00:00:00Z,303,63989,22861,1,NA,97,1998-02-10T00:00:00Z,303,2013-12-03T00:00:00Z,NA,NA,NA,Melanochromis cyaneorhabdos,Melanochromis cyaneorhabdos cyaneorhabdos,Pseudotropheus cyaneorhabdos
Pseudotropheus elegans,accepted name,2362,Pseudotropheus elegans,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,elegans,1,0,30535,Pseudotropheus,elegans,"Trewavas, 1935",1935,119458,NA,elegans,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,66121,2,NA,1,1,2021-02-01T00:00:00Z,303,38410,4451,1,NA,3,1991-03-04T00:00:00Z,675,2019-02-01T17:42:18Z,34,1994-03-23T00:00:00Z,NA,Pseudotropheus elegans,Pseudotropheus elegans elegans,Pseudotropheus elegans
Maylandia elegans,synonym,2362,Pseudotropheus elegans,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,elegans,1,0,30535,Maylandia,elegans,"(Trewavas, 1935)",1935,119458,NA,elegans,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,66122,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38410,4451,1,NA,14,2007-05-28T00:00:00Z,675,2019-02-01T17:41:54Z,NA,NA,NA,Maylandia elegans,Maylandia elegans elegans,Pseudotropheus elegans
Metriaclima elegans,synonym,2362,Pseudotropheus elegans,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,elegans,1,0,30535,Metriaclima,elegans,"(Trewavas, 1935)",1935,27596,NA,elegans,"See also Ref. 76849, 79558.",NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,66123,3,NA,0,9,NA,NA,38410,4451,1,NA,1307,2008-10-29T19:56:56Z,303,2013-07-02T00:00:00Z,NA,NA,NA,Metriaclima elegans,Metriaclima elegans elegans,Pseudotropheus elegans
