Species,FbSpecCode,Order,Family
Fundulopanchax puerzli,9778,Cyprinodontiformes,Nothobranchiidae
Fundulopanchax robertsoni,9786,Cyprinodontiformes,Nothobranchiidae
Fundulopanchax rubrolabialis,9788,Cyprinodontiformes,Nothobranchiidae
Fundulopanchax scheeli,9789,Cyprinodontiformes,Nothobranchiidae
Fundulopanchax sjostedti,9792,Cyprinodontiformes,Nothobranchiidae
Fundulopanchax spoorenbergi,9794,Cyprinodontiformes,Nothobranchiidae
Fundulopanchax traudeae,63217,Cyprinodontiformes,Nothobranchiidae
Fundulopanchax walkeri,2473,Cyprinodontiformes,Nothobranchiidae
Galaxias zebratus,11050,Galaxiiformes,Galaxiidae
Gambusia affinis,3215,Cyprinodontiformes,Poeciliidae
Gambusia holbrooki,4521,Cyprinodontiformes,Poeciliidae
Garra allostoma,5282,Cypriniformes,Cyprinidae
Garra congoensis,11518,Cypriniformes,Cyprinidae
Garra dembecha,63463,Cypriniformes,Cyprinidae
Garra dembeensis,5286,Cypriniformes,Cyprinidae
Garra hindii,65396,Cypriniformes,Cyprinidae
Garra lancrenonensis,12696,Cypriniformes,Cyprinidae
Garra napata,69077,Cypriniformes,Cyprinidae
Garra ornata,11523,Cypriniformes,Cyprinidae
Garra quadrimaculata,5283,Cypriniformes,Cyprinidae
Garra vinciguerrae,69076,Cypriniformes,Cyprinidae
Garra waterloti,5285,Cypriniformes,Cyprinidae
Gasterosteus aculeatus,2420,Perciformes/Gasterosteoidei,Gasterosteidae
Genyochromis mento,8346,Cichliformes,Cichlidae
Genyomyrus donnyi,10858,Osteoglossiformes,Mormyridae
Gephyrochromis lawsi,8347,Cichliformes,Cichlidae
Gephyrochromis moorii,8348,Cichliformes,Cichlidae
Gephyroglanis congicus,9331,Siluriformes,Claroteidae
Gephyroglanis gymnorhynchus,9332,Siluriformes,Claroteidae
Gephyroglanis habereri,9333,Siluriformes,Claroteidae
Gerres filamentosus,4463,Eupercaria/misc,Gerreidae
Gerres longirostris,7699,Eupercaria/misc,Gerreidae
Gerres mozambiquensis,63904,Eupercaria/misc,Gerreidae
Gilchristella aestuaria,1556,Clupeiformes,Ehiravidae
Giuris margaritaceus,61527,Gobiiformes,Eleotridae
Glossogobius ankaranensis,49996,Gobiiformes,Gobiidae
Glossogobius callidus,9947,Gobiiformes,Gobiidae
Glossogobius giuris,4833,Gobiiformes,Gobiidae
Glossogobius kokius,9948,Gobiiformes,Gobiidae
Gnathochromis permaxillaris,8578,Cichliformes,Cichlidae
Gnathochromis pfefferi,8579,Cichliformes,Cichlidae
Gnathonemus barbatus,10859,Osteoglossiformes,Mormyridae
Gnathonemus echidnorhynchus,10860,Osteoglossiformes,Mormyridae
Gnathonemus longibarbis,10861,Osteoglossiformes,Mormyridae
Gnathonemus petersii,2085,Osteoglossiformes,Mormyridae
Gobio gobio,4478,Cypriniformes,Gobionidae
Gobiocichla ethelwynnae,8580,Cichliformes,Cichlidae
Gobiocichla wonderi,8581,Cichliformes,Cichlidae
Gobiodon rivulatus,9952,Gobiiformes,Gobiidae
Gobioides sagitta,9954,Gobiiformes,Gobiidae
Gobiomorus dormitor,3831,Gobiiformes,Eleotridae
Gobionellus occidentalis,9956,Gobiiformes,Gobiidae
Gobionellus oceanicus,3862,Gobiiformes,Gobiidae
Gobitrichinotus arnoulti,62106,Gobiiformes,Kraemeriidae
Gobius bontii,11660,Gobiiformes,Gobiidae
Gobius hypselosoma,9959,Gobiiformes,Gobiidae
Gobius paganellus,73,Gobiiformes,Gobiidae
Gobius scorteccii,9962,Gobiiformes,Gobiidae
Gogo arcuatus,62546,Siluriformes,Anchariidae
Gogo atratus,63942,Siluriformes,Anchariidae
Gogo brevibarbis,9646,Siluriformes,Anchariidae
Gogo ornatus,62547,Siluriformes,Anchariidae
Grammatotria lemairii,8582,Cichliformes,Cichlidae
Greenwoodochromis abeelei,8635,Cichliformes,Cichlidae
Greenwoodochromis bellcrossi,8583,Cichliformes,Cichlidae
Greenwoodochromis christyi,8584,Cichliformes,Cichlidae
Greenwoodochromis staneri,8637,Cichliformes,Cichlidae
Gymnallabes nops,9467,Siluriformes,Clariidae
Gymnallabes typus,9468,Siluriformes,Clariidae
Gymnarchus niloticus,4519,Osteoglossiformes,Gymnarchidae
Gymnothorax meleagris,5394,Anguilliformes,Muraenidae
Haplochromis acidens,6676,Cichliformes,Cichlidae
Haplochromis adolphifrederici,6678,Cichliformes,Cichlidae
Haplochromis aelocephalus,6679,Cichliformes,Cichlidae
Haplochromis aeneocolor,6680,Cichliformes,Cichlidae
Haplochromis akika,61779,Cichliformes,Cichlidae
Haplochromis albertianus,6681,Cichliformes,Cichlidae
Haplochromis altigenis,6683,Cichliformes,Cichlidae
Haplochromis ampullarostratus,61961,Cichliformes,Cichlidae
Haplochromis angustifrons,6684,Cichliformes,Cichlidae
Haplochromis annectidens,6685,Cichliformes,Cichlidae
Haplochromis antleter,65935,Cichliformes,Cichlidae
Haplochromis apogonoides,6686,Cichliformes,Cichlidae
Haplochromis aquila,69725,Cichliformes,Cichlidae
Haplochromis arcanus,6687,Cichliformes,Cichlidae
Haplochromis argens,66740,Cichliformes,Cichlidae
Haplochromis argenteus,6688,Cichliformes,Cichlidae
Haplochromis artaxerxes,6689,Cichliformes,Cichlidae
Haplochromis astatodon,6690,Cichliformes,Cichlidae
Haplochromis avium,6691,Cichliformes,Cichlidae
Haplochromis azureus,52156,Cichliformes,Cichlidae
Haplochromis barbarae,6693,Cichliformes,Cichlidae
Haplochromis bareli,54303,Cichliformes,Cichlidae
Haplochromis bartoni,6694,Cichliformes,Cichlidae
Haplochromis bayoni,6695,Cichliformes,Cichlidae
Haplochromis beadlei,6696,Cichliformes,Cichlidae
Haplochromis bicolor,6887,Cichliformes,Cichlidae
Haplochromis boops,6699,Cichliformes,Cichlidae
Haplochromis brownae,6702,Cichliformes,Cichlidae
Haplochromis bullatus,6703,Cichliformes,Cichlidae
Haplochromis bwathondii,65940,Cichliformes,Cichlidae
Haplochromis cassius,6708,Cichliformes,Cichlidae
Haplochromis cavifrons,6709,Cichliformes,Cichlidae
Haplochromis chilotes,6710,Cichliformes,Cichlidae
Haplochromis chlorochrous,6711,Cichliformes,Cichlidae
Haplochromis chromogynos,6712,Cichliformes,Cichlidae
Haplochromis chrysogynaion,54304,Cichliformes,Cichlidae
Haplochromis cinctus,6713,Cichliformes,Cichlidae
Haplochromis cinereus,6714,Cichliformes,Cichlidae
Haplochromis cnester,6715,Cichliformes,Cichlidae
Haplochromis commutabilis,61962,Cichliformes,Cichlidae
Haplochromis concilians,69665,Cichliformes,Cichlidae
Haplochromis coprologus,65937,Cichliformes,Cichlidae
Haplochromis crassilabris,6716,Cichliformes,Cichlidae
Haplochromis crebridens,6717,Cichliformes,Cichlidae
Haplochromis crocopeplus,6718,Cichliformes,Cichlidae
Haplochromis cronus,6719,Cichliformes,Cichlidae
Haplochromis cryptodon,6720,Cichliformes,Cichlidae
Haplochromis cryptogramma,6721,Cichliformes,Cichlidae
Haplochromis curvidens,69737,Cichliformes,Cichlidae
Haplochromis decticostoma,6722,Cichliformes,Cichlidae
Haplochromis degeni,6890,Cichliformes,Cichlidae
Haplochromis dentex,6724,Cichliformes,Cichlidae
Haplochromis dichrourus,6726,Cichliformes,Cichlidae
Haplochromis diplotaenia,6727,Cichliformes,Cichlidae
Haplochromis dolichorhynchus,6729,Cichliformes,Cichlidae
Haplochromis dolorosus,6728,Cichliformes,Cichlidae
Haplochromis eduardianus,6897,Cichliformes,Cichlidae
Haplochromis eduardii,6730,Cichliformes,Cichlidae
Haplochromis elegans,5356,Cichliformes,Cichlidae
Haplochromis empodisma,6731,Cichliformes,Cichlidae
Haplochromis engystoma,6732,Cichliformes,Cichlidae
Haplochromis erutus,69675,Cichliformes,Cichlidae
Haplochromis erythrocephalus,6733,Cichliformes,Cichlidae
Haplochromis erythromaculatus,6734,Cichliformes,Cichlidae
Haplochromis estor,6735,Cichliformes,Cichlidae
Haplochromis eutaenia,6736,Cichliformes,Cichlidae
Haplochromis exspectatus,61959,Cichliformes,Cichlidae
Haplochromis falcatus,69729,Cichliformes,Cichlidae
Haplochromis fischeri,64812,Cichliformes,Cichlidae
Haplochromis flavipinnis,6739,Cichliformes,Cichlidae
Haplochromis flavus,52237,Cichliformes,Cichlidae
Haplochromis fuscus,6740,Cichliformes,Cichlidae
Haplochromis fusiformis,6741,Cichliformes,Cichlidae
Haplochromis gigliolii,6742,Cichliformes,Cichlidae
Haplochromis gilberti,6743,Cichliformes,Cichlidae
Haplochromis glaucus,69724,Cichliformes,Cichlidae
Haplochromis goldschmidti,66741,Cichliformes,Cichlidae
Haplochromis gowersii,6744,Cichliformes,Cichlidae
Haplochromis gracilifur,69840,Cichliformes,Cichlidae
Haplochromis gracilior,6745,Cichliformes,Cichlidae
Haplochromis granti,6746,Cichliformes,Cichlidae
Haplochromis graueri,6747,Cichliformes,Cichlidae
Haplochromis greenwoodi,50274,Cichliformes,Cichlidae
Haplochromis guiarti,6748,Cichliformes,Cichlidae
Haplochromis harpakteridion,54331,Cichliformes,Cichlidae
Haplochromis heusinkveldi,6749,Cichliformes,Cichlidae
Haplochromis hiatus,6750,Cichliformes,Cichlidae
Haplochromis howesi,54332,Cichliformes,Cichlidae
Haplochromis humilior,6752,Cichliformes,Cichlidae
Haplochromis humilis,6916,Cichliformes,Cichlidae
Haplochromis igneopinnis,52157,Cichliformes,Cichlidae
Haplochromis insidiae,60242,Cichliformes,Cichlidae
Haplochromis iris,6753,Cichliformes,Cichlidae
Haplochromis ishmaeli,6754,Cichliformes,Cichlidae
Haplochromis kamiranzovu,6755,Cichliformes,Cichlidae
Haplochromis katavi,53151,Cichliformes,Cichlidae
Haplochromis katonga,65764,Cichliformes,Cichlidae
Haplochromis katunzii,65936,Cichliformes,Cichlidae
Haplochromis kimondo,69727,Cichliformes,Cichlidae
Haplochromis kujunjui,54333,Cichliformes,Cichlidae
Haplochromis labiatus,6756,Cichliformes,Cichlidae
Haplochromis labriformis,6757,Cichliformes,Cichlidae
Haplochromis lacrimosus,6758,Cichliformes,Cichlidae
Haplochromis laparogramma,6759,Cichliformes,Cichlidae
Haplochromis latifasciatus,6760,Cichliformes,Cichlidae
Haplochromis latifrons,69714,Cichliformes,Cichlidae
Haplochromis limax,6761,Cichliformes,Cichlidae
Haplochromis lividus,6762,Cichliformes,Cichlidae
Haplochromis loati,6763,Cichliformes,Cichlidae
Haplochromis lobatus,69752,Cichliformes,Cichlidae
Haplochromis longirostris,6764,Cichliformes,Cichlidae
Haplochromis luluae,6766,Cichliformes,Cichlidae
Haplochromis luteus,52153,Cichliformes,Cichlidae
Haplochromis macconneli,6767,Cichliformes,Cichlidae
Haplochromis macrocephalus,52160,Cichliformes,Cichlidae
Haplochromis macrognathus,6769,Cichliformes,Cichlidae
Haplochromis macrops,6770,Cichliformes,Cichlidae
Haplochromis macropsoides,6771,Cichliformes,Cichlidae
Haplochromis maculipinna,6772,Cichliformes,Cichlidae
Haplochromis mahagiensis,6773,Cichliformes,Cichlidae
Haplochromis maisomei,54335,Cichliformes,Cichlidae
Haplochromis malacophagus,6774,Cichliformes,Cichlidae
Haplochromis mandibularis,6776,Cichliformes,Cichlidae
Haplochromis martini,6777,Cichliformes,Cichlidae
Haplochromis maxillaris,6778,Cichliformes,Cichlidae
Haplochromis mbipi,52152,Cichliformes,Cichlidae
Haplochromis megalops,6779,Cichliformes,Cichlidae
Haplochromis melanopterus,6780,Cichliformes,Cichlidae
Haplochromis melanopus,6781,Cichliformes,Cichlidae
Haplochromis melichrous,6782,Cichliformes,Cichlidae
Haplochromis mentatus,6783,Cichliformes,Cichlidae
Haplochromis mento,6784,Cichliformes,Cichlidae
Haplochromis michaeli,6785,Cichliformes,Cichlidae
Haplochromis microchrysomelas,60244,Cichliformes,Cichlidae
Haplochromis microdon,6786,Cichliformes,Cichlidae
Haplochromis molossus,69835,Cichliformes,Cichlidae
Haplochromis multiocellatus,6788,Cichliformes,Cichlidae
Haplochromis mylergates,6790,Cichliformes,Cichlidae
Haplochromis mylodon,6791,Cichliformes,Cichlidae
Haplochromis nanoserranus,6792,Cichliformes,Cichlidae
Haplochromis nigrescens,6793,Cichliformes,Cichlidae
Haplochromis nigricans,6794,Cichliformes,Cichlidae
Haplochromis nigripinnis,4517,Cichliformes,Cichlidae
Haplochromis nigroides,6795,Cichliformes,Cichlidae
Haplochromis niloticus,6796,Cichliformes,Cichlidae
Haplochromis nubilus,6797,Cichliformes,Cichlidae
Haplochromis nuchisquamulatus,6798,Cichliformes,Cichlidae
Haplochromis nyanzae,6799,Cichliformes,Cichlidae
Haplochromis nyererei,6800,Cichliformes,Cichlidae
Haplochromis obesus,6801,Cichliformes,Cichlidae
Haplochromis obliquidens,6802,Cichliformes,Cichlidae
Haplochromis obtusidens,6803,Cichliformes,Cichlidae
Haplochromis occultidens,6804,Cichliformes,Cichlidae
Haplochromis oligacanthus,6805,Cichliformes,Cichlidae
Haplochromis oligolepis,61780,Cichliformes,Cichlidae
Haplochromis olivaceus,6806,Cichliformes,Cichlidae
Haplochromis omnicaeruleus,50275,Cichliformes,Cichlidae
Haplochromis oregosoma,6807,Cichliformes,Cichlidae
Haplochromis orthostoma,6808,Cichliformes,Cichlidae
Haplochromis pachycephalus,6809,Cichliformes,Cichlidae
Haplochromis pallidus,6810,Cichliformes,Cichlidae
Haplochromis paludinosus,6811,Cichliformes,Cichlidae
Haplochromis pancitrinus,65941,Cichliformes,Cichlidae
Haplochromis pappenheimi,6812,Cichliformes,Cichlidae
Haplochromis paradoxus,61751,Cichliformes,Cichlidae
Haplochromis paraguiarti,6813,Cichliformes,Cichlidae
Haplochromis paraplagiostoma,6814,Cichliformes,Cichlidae
Haplochromis pardus,69738,Cichliformes,Cichlidae
Haplochromis paropius,6815,Cichliformes,Cichlidae
Haplochromis parorthostoma,6816,Cichliformes,Cichlidae
Haplochromis parvidens,6817,Cichliformes,Cichlidae
Haplochromis paucidens,6818,Cichliformes,Cichlidae
Haplochromis pellegrini,6820,Cichliformes,Cichlidae
Haplochromis percoides,6821,Cichliformes,Cichlidae
Haplochromis perrieri,6822,Cichliformes,Cichlidae
Haplochromis pharyngalis,6824,Cichliformes,Cichlidae
Haplochromis pharyngomylus,6825,Cichliformes,Cichlidae
Haplochromis phytophagus,6826,Cichliformes,Cichlidae
Haplochromis piceatus,6827,Cichliformes,Cichlidae
Haplochromis pitmani,6828,Cichliformes,Cichlidae
Haplochromis placodus,6829,Cichliformes,Cichlidae
Haplochromis plagiodon,6830,Cichliformes,Cichlidae
Haplochromis plagiostoma,6831,Cichliformes,Cichlidae
Haplochromis planus,69676,Cichliformes,Cichlidae
Haplochromis plutonius,6832,Cichliformes,Cichlidae
Haplochromis polli,6833,Cichliformes,Cichlidae
Haplochromis prodromus,6835,Cichliformes,Cichlidae
Haplochromis prognathus,6836,Cichliformes,Cichlidae
Haplochromis pseudopellegrini,6837,Cichliformes,Cichlidae
Haplochromis ptistes,6838,Cichliformes,Cichlidae
Haplochromis pundamilia,52221,Cichliformes,Cichlidae
Haplochromis pyrrhocephalus,6839,Cichliformes,Cichlidae
Haplochromis pyrrhopteryx,60341,Cichliformes,Cichlidae
Haplochromis quasimodo,69742,Cichliformes,Cichlidae
Haplochromis relictidens,69841,Cichliformes,Cichlidae
Haplochromis retrodens,6886,Cichliformes,Cichlidae
Haplochromis rex,69718,Cichliformes,Cichlidae
Haplochromis riponianus,6841,Cichliformes,Cichlidae
Haplochromis rubescens,60245,Cichliformes,Cichlidae
Haplochromis rubripinnis,52226,Cichliformes,Cichlidae
Haplochromis rudolfianus,6842,Cichliformes,Cichlidae
Haplochromis rufocaudalis,50276,Cichliformes,Cichlidae
Haplochromis rufus,52231,Cichliformes,Cichlidae
Haplochromis sauvagei,6843,Cichliformes,Cichlidae
Haplochromis saxicola,6844,Cichliformes,Cichlidae
Haplochromis scheffersi,6845,Cichliformes,Cichlidae
Haplochromis schubotzi,6846,Cichliformes,Cichlidae
Haplochromis schubotziellus,6847,Cichliformes,Cichlidae
Haplochromis serranus,6849,Cichliformes,Cichlidae
Haplochromis serridens,6850,Cichliformes,Cichlidae
Haplochromis simba,69722,Cichliformes,Cichlidae
Haplochromis simotes,50288,Cichliformes,Cichlidae
Haplochromis simpsoni,6851,Cichliformes,Cichlidae
Haplochromis snoeksi,65967,Cichliformes,Cichlidae
Haplochromis spekii,6852,Cichliformes,Cichlidae
Haplochromis sphex,65939,Cichliformes,Cichlidae
Haplochromis squamipinnis,6853,Cichliformes,Cichlidae
Haplochromis squamulatus,6854,Cichliformes,Cichlidae
Haplochromis sulphureus,6857,Cichliformes,Cichlidae
Haplochromis tanaos,60342,Cichliformes,Cichlidae
Haplochromis taurinus,6859,Cichliformes,Cichlidae
Haplochromis teegelaari,6860,Cichliformes,Cichlidae
Haplochromis teunisrasi,6861,Cichliformes,Cichlidae
Haplochromis theliodon,6862,Cichliformes,Cichlidae
Haplochromis thereuterion,60343,Cichliformes,Cichlidae
Haplochromis thuragnathus,6863,Cichliformes,Cichlidae
Haplochromis tridens,6865,Cichliformes,Cichlidae
Haplochromis turkanae,6866,Cichliformes,Cichlidae
Haplochromis tyrianthinus,6868,Cichliformes,Cichlidae
Haplochromis ushindi,62426,Cichliformes,Cichlidae
Haplochromis vanheusdeni,67534,Cichliformes,Cichlidae
Haplochromis vanoijeni,65938,Cichliformes,Cichlidae
Haplochromis velifer,6869,Cichliformes,Cichlidae
Haplochromis venator,6870,Cichliformes,Cichlidae
Haplochromis vicarius,6871,Cichliformes,Cichlidae
Haplochromis victoriae,6889,Cichliformes,Cichlidae
Haplochromis victorianus,6872,Cichliformes,Cichlidae
Haplochromis vittatus,6873,Cichliformes,Cichlidae
Haplochromis vonlinnei,63694,Cichliformes,Cichlidae
Haplochromis welcommei,6874,Cichliformes,Cichlidae
Haplochromis worthingtoni,6876,Cichliformes,Cichlidae
Haplochromis xanthopteryx,52232,Cichliformes,Cichlidae
Haplochromis xenognathus,6877,Cichliformes,Cichlidae
Haplochromis xenostoma,6878,Cichliformes,Cichlidae
Haplotaxodon microlepis,8597,Cichliformes,Cichlidae
Haplotaxodon trifasciatus,54436,Cichliformes,Cichlidae
Hemibates koningsi,69683,Cichliformes,Cichlidae
Hemibates stenosoma,8598,Cichliformes,Cichlidae
Hemichromis angolensis,6917,Cichliformes,Cichlidae
Hemichromis bimaculatus,2389,Cichliformes,Cichlidae
Hemichromis camerounensis,69792,Cichliformes,Cichlidae
Hemichromis cerasogaster,8599,Cichliformes,Cichlidae
Hemichromis elongatus,59782,Cichliformes,Cichlidae
Hemichromis exsul,62496,Cichliformes,Cichlidae
Hemichromis fasciatus,2390,Cichliformes,Cichlidae
Hemichromis guttatus,62877,Cichliformes,Cichlidae
Hemichromis letourneuxi,8603,Cichliformes,Cichlidae
Hemichromis lifalili,8604,Cichliformes,Cichlidae
Hemichromis paynei,68953,Cichliformes,Cichlidae
Hemichromis saharae,68157,Cichliformes,Cichlidae
Hemichromis stellifer,59783,Cichliformes,Cichlidae
Hemigrammopetersius barnardi,11134,Characiformes,Alestidae
Hemigrammopetersius pulcher,11135,Characiformes,Alestidae
Hemitaeniochromis brachyrhynchus,66937,Cichliformes,Cichlidae
Hemitaeniochromis urotaenia,2127,Cichliformes,Cichlidae
Hemitilapia oxyrhynchus,2219,Cichliformes,Cichlidae
Hepsetus cuvieri,67377,Characiformes,Hepsetidae
Hepsetus lineatus,67048,Characiformes,Hepsetidae
Hepsetus microlepis,68198,Characiformes,Hepsetidae
Hepsetus occidentalis,66316,Characiformes,Hepsetidae
Hepsetus odoe,4530,Characiformes,Hepsetidae
Herklotsichthys quadrimaculatus,1494,Clupeiformes,Dorosomatidae
Heterobranchus bidorsalis,2318,Siluriformes,Clariidae
Heterobranchus boulengeri,2320,Siluriformes,Clariidae
Heterobranchus isopterus,2321,Siluriformes,Clariidae
Heterobranchus longifilis,2319,Siluriformes,Clariidae
Heterochromis multidens,6885,Cichliformes,Cichlidae
Heteromormyrus pauciradiatus,10864,Osteoglossiformes,Mormyridae
Heteromycteris proboscideus,8844,Pleuronectiformes,Soleidae
Heterotilapia buettikoferi,8902,Cichliformes,Cichlidae
Heterotilapia cessiana,2485,Cichliformes,Cichlidae
Heterotis niloticus,2388,Osteoglossiformes,Arapaimidae
Hilsa kelee,1595,Clupeiformes,Dorosomatidae
Hippichthys cyanospilos,7728,Syngnathiformes,Syngnathidae
Hippichthys heptagonus,5341,Syngnathiformes,Syngnathidae
Hippichthys spicifer,7495,Syngnathiformes,Syngnathidae
Hippopotamyrus ansorgii,8766,Osteoglossiformes,Mormyridae
Hippopotamyrus castor,5201,Osteoglossiformes,Mormyridae
Hippopotamyrus grahami,12617,Osteoglossiformes,Mormyridae
Hippopotamyrus longilateralis,65757,Osteoglossiformes,Mormyridae
Hippopotamyrus macroterops,10871,Osteoglossiformes,Mormyridae
Hippopotamyrus pappenheimi,10872,Osteoglossiformes,Mormyridae
Hippopotamyrus paugyi,5203,Osteoglossiformes,Mormyridae
Hippopotamyrus pictus,5202,Osteoglossiformes,Mormyridae
Hippopotamyrus szaboi,61814,Osteoglossiformes,Mormyridae
Hippopotamyrus weeksii,10877,Osteoglossiformes,Mormyridae
Hucho hucho,4664,Salmoniformes,Salmonidae
Hydrocynus brevis,5227,Characiformes,Alestidae
Hydrocynus forskahlii,4496,Characiformes,Alestidae
Hydrocynus goliath,8682,Characiformes,Alestidae
Hydrocynus tanzaniae,60308,Characiformes,Alestidae
Hydrocynus vittatus,4479,Characiformes,Alestidae
Hylopanchax leki,67110,Cyprinodontiformes,Procatopodidae
Hylopanchax moke,67112,Cyprinodontiformes,Procatopodidae
Hylopanchax ndeko,67111,Cyprinodontiformes,Procatopodidae
Hylopanchax paucisquamatus,67468,Cyprinodontiformes,Procatopodidae
Hylopanchax silvestris,59709,Cyprinodontiformes,Procatopodidae
Hylopanchax stictopleuron,9688,Cyprinodontiformes,Procatopodidae
Hyperopisus bebe,5075,Osteoglossiformes,Mormyridae
Hypophthalmichthys molitrix,274,Cypriniformes,Xenocyprididae
Hypophthalmichthys nobilis,275,Cypriniformes,Xenocyprididae
Hyporhamphus capensis,7711,Beloniformes,Hemiramphidae
Hypseleotris cyprinoides,10016,Gobiiformes,Eleotridae
Hypseleotris tohizonae,10017,Gobiiformes,Eleotridae
Hypsopanchax jobaerti,9690,Cyprinodontiformes,Procatopodidae
Hypsopanchax jubbi,9691,Cyprinodontiformes,Procatopodidae
Hypsopanchax platysternus,9693,Cyprinodontiformes,Procatopodidae
Hypsopanchax stiassnyae,68078,Cyprinodontiformes,Procatopodidae
Hypsopanchax zebra,9694,Cyprinodontiformes,Procatopodidae
Ichthyborus besse,5251,Characiformes,Distichodontidae
Ichthyborus congolensis,11224,Characiformes,Distichodontidae
Ichthyborus monodi,5253,Characiformes,Distichodontidae
Ichthyborus ornatus,11225,Characiformes,Distichodontidae
Ichthyborus quadrilineatus,5252,Characiformes,Distichodontidae
Ictalurus punctatus,290,Siluriformes,Ictaluridae
Ilisha africana,1625,Clupeiformes,Pristigasteridae
Interochromis loocki,8857,Cichliformes,Cichlidae
Iodotropheus declivitas,50196,Cichliformes,Cichlidae
Iodotropheus sprengerae,8349,Cichliformes,Cichlidae
Iodotropheus stuartgranti,8350,Cichliformes,Cichlidae
Irvineia orientalis,9368,Siluriformes,Schilbeidae
Irvineia voltae,9367,Siluriformes,Schilbeidae
Isichthys henryi,5077,Osteoglossiformes,Mormyridae
Johnius amblycephalus,7785,Eupercaria/misc,Sciaenidae
Julidochromis dickfeldi,8607,Cichliformes,Cichlidae
Julidochromis marksmithi,68256,Cichliformes,Cichlidae
Julidochromis marlieri,8608,Cichliformes,Cichlidae
Julidochromis ocellatus,8619,Cichliformes,Cichlidae
Julidochromis ornatus,8609,Cichliformes,Cichlidae
Julidochromis regani,8610,Cichliformes,Cichlidae
Julidochromis transcriptus,8611,Cichliformes,Cichlidae
Katria katria,47038,Cichliformes,Cichlidae
Kneria angolensis,11051,Gonorynchiformes,Kneriidae
Kneria ansorgii,11052,Gonorynchiformes,Kneriidae
Kneria auriculata,11815,Gonorynchiformes,Kneriidae
Kneria katangae,11054,Gonorynchiformes,Kneriidae
Kneria maydelli,11055,Gonorynchiformes,Kneriidae
Kneria paucisquamata,11056,Gonorynchiformes,Kneriidae
Kneria polli,11057,Gonorynchiformes,Kneriidae
Kneria ruaha,51462,Gonorynchiformes,Kneriidae
Kneria rukwaensis,51465,Gonorynchiformes,Kneriidae
Kneria sjolandersi,11058,Gonorynchiformes,Kneriidae
Kneria stappersii,11060,Gonorynchiformes,Kneriidae
Kneria uluguru,51459,Gonorynchiformes,Kneriidae
Kneria wittei,11062,Gonorynchiformes,Kneriidae
Konia dikume,6324,Cichliformes,Cichlidae
Konia eisentrauti,6325,Cichliformes,Cichlidae
Kraemeria samoensis,9966,Gobiiformes,Kraemeriidae
Kribia kribensis,10018,Gobiiformes,Butidae
Kribia leonensis,10020,Gobiiformes,Butidae
Kribia nana,10021,Gobiiformes,Butidae
Kribia uellensis,10022,Gobiiformes,Butidae
Kuhlia caudavittata,9905,Centrarchiformes,Kuhliidae
Kuhlia rupestris,7715,Centrarchiformes,Kuhliidae
Labeo alluaudi,2433,Cypriniformes,Cyprinidae
Labeo alticentralis,50741,Cypriniformes,Cyprinidae
Labeo altivelis,7738,Cypriniformes,Cyprinidae
Labeo annectens,11525,Cypriniformes,Cyprinidae
Labeo ansorgii,11526,Cypriniformes,Cyprinidae
Labeo baldasseronii,11527,Cypriniformes,Cyprinidae
Labeo barbatus,11528,Cypriniformes,Cyprinidae
Labeo batesii,11529,Cypriniformes,Cyprinidae
Labeo bottegi,11530,Cypriniformes,Cyprinidae
Labeo brachypoma,5291,Cypriniformes,Cyprinidae
Labeo camerunensis,65397,Cypriniformes,Cyprinidae
Labeo capensis,5129,Cypriniformes,Cyprinidae
Labeo catla,4439,Cypriniformes,Cyprinidae
Labeo chariensis,65398,Cypriniformes,Cyprinidae
Labeo congoro,11536,Cypriniformes,Cyprinidae
Labeo coubie,2434,Cypriniformes,Cyprinidae
Labeo curriei,5290,Cypriniformes,Cyprinidae
Labeo cyclopinnis,50759,Cypriniformes,Cyprinidae
Labeo cyclorhynchus,11538,Cypriniformes,Cyprinidae
Labeo cylindricus,5409,Cypriniformes,Cyprinidae
Labeo degeni,11539,Cypriniformes,Cyprinidae
Labeo dhonti,50751,Cypriniformes,Cyprinidae
Labeo falcipinnis,50356,Cypriniformes,Cyprinidae
Labeo forskalii,11542,Cypriniformes,Cyprinidae
Labeo fuelleborni,11543,Cypriniformes,Cyprinidae
Labeo fulakariensis,62771,Cypriniformes,Cyprinidae
Labeo greenii,11546,Cypriniformes,Cyprinidae
Labeo gregorii,11547,Cypriniformes,Cyprinidae
Labeo horie,11548,Cypriniformes,Cyprinidae
Labeo kibimbi,50728,Cypriniformes,Cyprinidae
Labeo kirkii,11552,Cypriniformes,Cyprinidae
Labeo lineatus,11553,Cypriniformes,Cyprinidae
Labeo lividus,67398,Cypriniformes,Cyprinidae
Labeo longipinnis,11669,Cypriniformes,Cyprinidae
Labeo lualabaensis,50735,Cypriniformes,Cyprinidae
Labeo lukulae,11556,Cypriniformes,Cyprinidae
Labeo luluae,50731,Cypriniformes,Cyprinidae
Labeo lunatus,11558,Cypriniformes,Cyprinidae
Labeo macrostoma,11559,Cypriniformes,Cyprinidae
Labeo maleboensis,50354,Cypriniformes,Cyprinidae
Labeo mesops,5411,Cypriniformes,Cyprinidae
Labeo mokotoensis,11560,Cypriniformes,Cyprinidae
Labeo molybdinus,11561,Cypriniformes,Cyprinidae
Labeo nasus,11562,Cypriniformes,Cyprinidae
