Species,FbSpecCode,Order,Family
Paramormyrops batesii,10866,Osteoglossiformes,Mormyridae
Paramormyrops curvifrons,10830,Osteoglossiformes,Mormyridae
Paramormyrops gabonensis,10983,Osteoglossiformes,Mormyridae
Paramormyrops hopkinsi,51274,Osteoglossiformes,Mormyridae
Paramormyrops jacksoni,10984,Osteoglossiformes,Mormyridae
Paramormyrops kingsleyae,5218,Osteoglossiformes,Mormyridae
Paramormyrops retrodorsalis,10875,Osteoglossiformes,Mormyridae
Paramormyrops sphekodes,10836,Osteoglossiformes,Mormyridae
Paramormyrops tavernei,10837,Osteoglossiformes,Mormyridae
Paramphilius baudoni,9403,Siluriformes,Amphiliidae
Paramphilius firestonei,9428,Siluriformes,Amphiliidae
Paramphilius teugelsi,12812,Siluriformes,Amphiliidae
Paramphilius trichomycteroides,9427,Siluriformes,Amphiliidae
Paramugil parmatus,15785,Mugiliformes,Mugilidae
Parananochromis brevirostris,61543,Cichliformes,Cichlidae
Parananochromis caudifasciatus,8783,Cichliformes,Cichlidae
Parananochromis elobatus,67678,Cichliformes,Cichlidae
Parananochromis gabonicus,8784,Cichliformes,Cichlidae
Parananochromis longirostris,8785,Cichliformes,Cichlidae
Parananochromis orsorum,67680,Cichliformes,Cichlidae
Paraphago rostratus,11259,Characiformes,Distichodontidae
Parasicydium bandama,2493,Gobiiformes,Gobiidae
Paratilapia polleni,8786,Cichliformes,Cichlidae
Paratilapia toddi,6918,Cichliformes,Cichlidae
Parauchenoglanis ahli,9264,Siluriformes,Claroteidae
Parauchenoglanis altipinnis,9265,Siluriformes,Claroteidae
Parauchenoglanis balayi,9266,Siluriformes,Claroteidae
Parauchenoglanis buettikoferi,9267,Siluriformes,Claroteidae
Parauchenoglanis longiceps,9271,Siluriformes,Claroteidae
Parauchenoglanis monkei,9355,Siluriformes,Claroteidae
Parauchenoglanis ngamensis,9275,Siluriformes,Claroteidae
Parauchenoglanis pantherinus,9276,Siluriformes,Claroteidae
Parauchenoglanis punctatus,9278,Siluriformes,Claroteidae
Pardiglanis tarabinii,9357,Siluriformes,Claroteidae
Paretroplus dambabe,61389,Cichliformes,Cichlidae
Paretroplus damii,8787,Cichliformes,Cichlidae
Paretroplus gymnopreopercularis,64280,Cichliformes,Cichlidae
Paretroplus kieneri,8788,Cichliformes,Cichlidae
Paretroplus lamenabe,64279,Cichliformes,Cichlidae
Paretroplus loisellei,65930,Cichliformes,Cichlidae
Paretroplus maculatus,8789,Cichliformes,Cichlidae
Paretroplus maromandia,58319,Cichliformes,Cichlidae
Paretroplus menarambo,57958,Cichliformes,Cichlidae
Paretroplus nourissati,58482,Cichliformes,Cichlidae
Paretroplus petiti,8790,Cichliformes,Cichlidae
Paretroplus polyactis,8791,Cichliformes,Cichlidae
Paretroplus tsimoly,58484,Cichliformes,Cichlidae
Pareutropius buffei,9363,Siluriformes,Schilbeidae
Pareutropius debauwi,9364,Siluriformes,Schilbeidae
Pareutropius longifilis,9365,Siluriformes,Schilbeidae
Pareutropius mandevillei,9366,Siluriformes,Schilbeidae
Parioglossus multiradiatus,62192,Gobiiformes,Microdesmidae
Pastinachus sephen,8203,Myliobatiformes,Dasyatidae
Pellona ditchela,1641,Clupeiformes,Pristigasteridae
Pellonula leonensis,1536,Clupeiformes,Dorosomatidae
Pellonula vorax,1537,Clupeiformes,Dorosomatidae
Pelmatochromis buettikoferi,8792,Cichliformes,Cichlidae
Pelmatochromis nigrofasciatus,8794,Cichliformes,Cichlidae
Pelmatochromis ocellifer,8795,Cichliformes,Cichlidae
Pelmatolapia cabrae,8909,Cichliformes,Cichlidae
Pelmatolapia mariae,2489,Cichliformes,Cichlidae
Pelvicachromis drachenfelsi,68014,Cichliformes,Cichlidae
Pelvicachromis kribensis,68035,Cichliformes,Cichlidae
Pelvicachromis pulcher,7778,Cichliformes,Cichlidae
Pelvicachromis roloffi,8797,Cichliformes,Cichlidae
Pelvicachromis sacrimontis,68951,Cichliformes,Cichlidae
Pelvicachromis silviae,67157,Cichliformes,Cichlidae
Pelvicachromis subocellatus,8798,Cichliformes,Cichlidae
Pelvicachromis taeniatus,8799,Cichliformes,Cichlidae
Perca fluviatilis,358,Perciformes/Percoidei,Percidae
Periophthalmodon schlosseri,8414,Gobiiformes,Oxudercidae
Periophthalmus argentilineatus,7480,Gobiiformes,Oxudercidae
Periophthalmus barbarus,12803,Gobiiformes,Oxudercidae
Periophthalmus modestus,54509,Gobiiformes,Oxudercidae
Perissodus eccentricus,8800,Cichliformes,Cichlidae
Perissodus microlepis,8801,Cichliformes,Cichlidae
Perissodus paradoxus,8814,Cichliformes,Cichlidae
Petersius conserialis,11155,Characiformes,Alestidae
Petrocephalus ansorgii,5214,Osteoglossiformes,Mormyridae
Petrocephalus arnegardi,67424,Osteoglossiformes,Mormyridae
Petrocephalus balayi,10985,Osteoglossiformes,Mormyridae
Petrocephalus bane,2398,Osteoglossiformes,Mormyridae
Petrocephalus binotatus,10993,Osteoglossiformes,Mormyridae
Petrocephalus boboto,67423,Osteoglossiformes,Mormyridae
Petrocephalus bovei,2399,Osteoglossiformes,Mormyridae
Petrocephalus catostoma,8380,Osteoglossiformes,Mormyridae
Petrocephalus christyi,11007,Osteoglossiformes,Mormyridae
Petrocephalus congicus,11004,Osteoglossiformes,Mormyridae
Petrocephalus cunganus,11008,Osteoglossiformes,Mormyridae
Petrocephalus degeni,66668,Osteoglossiformes,Mormyridae
Petrocephalus frieli,67001,Osteoglossiformes,Mormyridae
Petrocephalus gliroides,11009,Osteoglossiformes,Mormyridae
Petrocephalus grandoculis,11010,Osteoglossiformes,Mormyridae
Petrocephalus haullevillii,11005,Osteoglossiformes,Mormyridae
Petrocephalus hutereaui,11012,Osteoglossiformes,Mormyridae
Petrocephalus keatingii,11013,Osteoglossiformes,Mormyridae
Petrocephalus leo,68102,Osteoglossiformes,Mormyridae
Petrocephalus levequei,5217,Osteoglossiformes,Mormyridae
Petrocephalus longianalis,66669,Osteoglossiformes,Mormyridae
Petrocephalus longicapitis,66670,Osteoglossiformes,Mormyridae
Petrocephalus magnitrunci,66671,Osteoglossiformes,Mormyridae
Petrocephalus magnoculis,66672,Osteoglossiformes,Mormyridae
Petrocephalus mbossou,66168,Osteoglossiformes,Mormyridae
Petrocephalus microphthalmus,11014,Osteoglossiformes,Mormyridae
Petrocephalus odzalaensis,66166,Osteoglossiformes,Mormyridae
Petrocephalus okavangensis,66673,Osteoglossiformes,Mormyridae
Petrocephalus pallidomaculatus,5215,Osteoglossiformes,Mormyridae
Petrocephalus pellegrini,2400,Osteoglossiformes,Mormyridae
Petrocephalus petersi,66675,Osteoglossiformes,Mormyridae
Petrocephalus pulsivertens,66167,Osteoglossiformes,Mormyridae
Petrocephalus sauvagii,5212,Osteoglossiformes,Mormyridae
Petrocephalus schoutedeni,11017,Osteoglossiformes,Mormyridae
Petrocephalus similis,66179,Osteoglossiformes,Mormyridae
Petrocephalus simus,11018,Osteoglossiformes,Mormyridae
Petrocephalus soudanensis,5213,Osteoglossiformes,Mormyridae
Petrocephalus squalostoma,11019,Osteoglossiformes,Mormyridae
Petrocephalus steindachneri,66676,Osteoglossiformes,Mormyridae
Petrocephalus stuhlmanni,66677,Osteoglossiformes,Mormyridae
Petrocephalus tanensis,11006,Osteoglossiformes,Mormyridae
Petrocephalus tenuicauda,5216,Osteoglossiformes,Mormyridae
Petrocephalus valentini,66164,Osteoglossiformes,Mormyridae
Petrocephalus wesselsi,58263,Osteoglossiformes,Mormyridae
Petrocephalus zakoni,66163,Osteoglossiformes,Mormyridae
Petrochromis ephippium,8808,Cichliformes,Cichlidae
Petrochromis famula,8802,Cichliformes,Cichlidae
Petrochromis fasciolatus,8803,Cichliformes,Cichlidae
Petrochromis horii,67519,Cichliformes,Cichlidae
Petrochromis macrognathus,8804,Cichliformes,Cichlidae
Petrochromis orthognathus,8805,Cichliformes,Cichlidae
Petrochromis polyodon,8806,Cichliformes,Cichlidae
Petrochromis trewavasae,8807,Cichliformes,Cichlidae
Petromyzon marinus,2530,Petromyzontiformes,Petromyzontidae
Petrotilapia chrysos,54241,Cichliformes,Cichlidae
Petrotilapia flaviventris,66136,Cichliformes,Cichlidae
Petrotilapia genalutea,2353,Cichliformes,Cichlidae
Petrotilapia microgalana,64525,Cichliformes,Cichlidae
Petrotilapia mumboensis,66138,Cichliformes,Cichlidae
Petrotilapia nigra,2354,Cichliformes,Cichlidae
Petrotilapia palingnathos,66137,Cichliformes,Cichlidae
Petrotilapia pyroscelos,66139,Cichliformes,Cichlidae
Petrotilapia tridentiger,2355,Cichliformes,Cichlidae
Petrotilapia xanthos,66135,Cichliformes,Cichlidae
Phago boulengeri,11260,Characiformes,Distichodontidae
Phago intermedius,11261,Characiformes,Distichodontidae
Phago loricatus,5250,Characiformes,Distichodontidae
Phalloceros caudimaculatus,4685,Cyprinodontiformes,Poeciliidae
Pharyngochromis acuticeps,6677,Cichliformes,Cichlidae
Pharyngochromis darlingi,5365,Cichliformes,Cichlidae
Phenacogrammus aurantiacus,11156,Characiformes,Alestidae
Phenacogrammus bleheri,58193,Characiformes,Alestidae
Phenacogrammus concolor,69814,Characiformes,Alestidae
Phenacogrammus deheyni,11157,Characiformes,Alestidae
Phenacogrammus flexus,69813,Characiformes,Alestidae
Phenacogrammus interruptus,10660,Characiformes,Alestidae
Phenacogrammus major,11160,Characiformes,Alestidae
Phenacogrammus polli,11161,Characiformes,Alestidae
Phenacogrammus stigmatura,12631,Characiformes,Alestidae
Phenacogrammus taeniatus,51819,Characiformes,Alestidae
Phenacogrammus urotaenia,11162,Characiformes,Alestidae
Phractolaemus ansorgii,5226,Gonorynchiformes,Phractolaemidae
Phractura ansorgii,9431,Siluriformes,Amphiliidae
Phractura bovei,9430,Siluriformes,Amphiliidae
Phractura brevicauda,9432,Siluriformes,Amphiliidae
Phractura clauseni,9433,Siluriformes,Amphiliidae
Phractura fasciata,9434,Siluriformes,Amphiliidae
Phractura gladysae,9435,Siluriformes,Amphiliidae
Phractura intermedia,9436,Siluriformes,Amphiliidae
Phractura lindica,9437,Siluriformes,Amphiliidae
Phractura longicauda,9438,Siluriformes,Amphiliidae
Phractura macrura,9439,Siluriformes,Amphiliidae
Phractura scaphyrhynchura,9440,Siluriformes,Amphiliidae
Phractura tenuicauda,9441,Siluriformes,Amphiliidae
Phreatichthys andruzzii,11610,Cypriniformes,Cyprinidae
Phyllonemus brichardi,60381,Siluriformes,Claroteidae
Phyllonemus filinemus,9359,Siluriformes,Claroteidae
Phyllonemus typus,9358,Siluriformes,Claroteidae
Pisodonophis boro,8055,Anguilliformes,Ophichthidae
Pisodonophis cancrivorus,8054,Anguilliformes,Ophichthidae
Placidochromis acuticeps,62391,Cichliformes,Cichlidae
Placidochromis acutirostris,62392,Cichliformes,Cichlidae
Placidochromis argyrogaster,62393,Cichliformes,Cichlidae
Placidochromis boops,62390,Cichliformes,Cichlidae
Placidochromis borealis,62389,Cichliformes,Cichlidae
Placidochromis chilolae,62388,Cichliformes,Cichlidae
Placidochromis communis,62386,Cichliformes,Cichlidae
Placidochromis domirae,62394,Cichliformes,Cichlidae
Placidochromis ecclesi,62395,Cichliformes,Cichlidae
Placidochromis electra,2147,Cichliformes,Cichlidae
Placidochromis elongatus,62396,Cichliformes,Cichlidae
Placidochromis fuscus,62397,Cichliformes,Cichlidae
Placidochromis hennydaviesae,2146,Cichliformes,Cichlidae
Placidochromis intermedius,62398,Cichliformes,Cichlidae
Placidochromis johnstoni,2149,Cichliformes,Cichlidae
Placidochromis koningsi,62387,Cichliformes,Cichlidae
Placidochromis lineatus,62399,Cichliformes,Cichlidae
Placidochromis longimanus,2144,Cichliformes,Cichlidae
Placidochromis longirostris,62400,Cichliformes,Cichlidae
Placidochromis longus,62401,Cichliformes,Cichlidae
Placidochromis lukomae,62402,Cichliformes,Cichlidae
Placidochromis macroceps,62385,Cichliformes,Cichlidae
Placidochromis macrognathus,62384,Cichliformes,Cichlidae
Placidochromis mbunoides,62378,Cichliformes,Cichlidae
Placidochromis milomo,2148,Cichliformes,Cichlidae
Placidochromis minor,62381,Cichliformes,Cichlidae
Placidochromis minutus,62380,Cichliformes,Cichlidae
Placidochromis msakae,62379,Cichliformes,Cichlidae
Placidochromis nigribarbis,62403,Cichliformes,Cichlidae
Placidochromis nkhatae,62404,Cichliformes,Cichlidae
Placidochromis nkhotakotae,62405,Cichliformes,Cichlidae
Placidochromis obscurus,62406,Cichliformes,Cichlidae
Placidochromis ordinarius,62407,Cichliformes,Cichlidae
Placidochromis orthognathus,62408,Cichliformes,Cichlidae
Placidochromis pallidus,62409,Cichliformes,Cichlidae
Placidochromis phenochilus,2305,Cichliformes,Cichlidae
Placidochromis platyrhynchos,62410,Cichliformes,Cichlidae
Placidochromis polli,2307,Cichliformes,Cichlidae
Placidochromis rotundifrons,62411,Cichliformes,Cichlidae
Placidochromis subocularis,2150,Cichliformes,Cichlidae
Placidochromis trewavasae,62377,Cichliformes,Cichlidae
Placidochromis turneri,62376,Cichliformes,Cichlidae
Placidochromis vulgaris,62412,Cichliformes,Cichlidae
Planiliza alata,7861,Mugiliformes,Mugilidae
Planiliza macrolepis,4816,Mugiliformes,Mugilidae
Planiliza melinoptera,5655,Mugiliformes,Mugilidae
Planiliza planiceps,4820,Mugiliformes,Mugilidae
Planiliza subviridis,4819,Mugiliformes,Mugilidae
Plataplochilus cabindae,9698,Cyprinodontiformes,Procatopodidae
Plataplochilus eliasi,69636,Cyprinodontiformes,Procatopodidae
Plataplochilus loemensis,55966,Cyprinodontiformes,Procatopodidae
Plataplochilus miltotaenia,9699,Cyprinodontiformes,Procatopodidae
Plataplochilus ngaensis,9700,Cyprinodontiformes,Procatopodidae
Platichthys flesus,1341,Pleuronectiformes,Pleuronectidae
Platyallabes tihoni,9469,Siluriformes,Clariidae
Platyclarias machadoi,9470,Siluriformes,Clariidae
Platypanchax modestus,9692,Cyprinodontiformes,Procatopodidae
Plecodus elaviae,8812,Cichliformes,Cichlidae
Plecodus multidentatus,8813,Cichliformes,Cichlidae
Plecodus straeleni,8815,Cichliformes,Cichlidae
Plectorhinchus gibbosus,6366,Eupercaria/misc,Haemulidae
Plicofollis dussumieri,1287,Siluriformes,Ariidae
Plicofollis polystaphylodon,1293,Siluriformes,Ariidae
Plotosus limbatus,5516,Siluriformes,Plotosidae
Plotosus nkunga,7900,Siluriformes,Plotosidae
Poecilia latipinna,3226,Cyprinodontiformes,Poeciliidae
Poecilia reticulata,3228,Cyprinodontiformes,Poeciliidae
Pollimyrus adspersus,5223,Osteoglossiformes,Mormyridae
Pollimyrus brevis,11021,Osteoglossiformes,Mormyridae
Pollimyrus castelnaui,8769,Osteoglossiformes,Mormyridae
Pollimyrus cuandoensis,67504,Osteoglossiformes,Mormyridae
Pollimyrus eburneensis,5220,Osteoglossiformes,Mormyridae
Pollimyrus guttatus,11011,Osteoglossiformes,Mormyridae
Pollimyrus isidori,5222,Osteoglossiformes,Mormyridae
Pollimyrus maculipinnis,11026,Osteoglossiformes,Mormyridae
Pollimyrus marianne,62293,Osteoglossiformes,Mormyridae
Pollimyrus nigricans,11028,Osteoglossiformes,Mormyridae
Pollimyrus nigripinnis,11029,Osteoglossiformes,Mormyridae
Pollimyrus pedunculatus,11030,Osteoglossiformes,Mormyridae
Pollimyrus petricolus,5221,Osteoglossiformes,Mormyridae
Pollimyrus plagiostoma,11032,Osteoglossiformes,Mormyridae
Pollimyrus pulverulentus,11033,Osteoglossiformes,Mormyridae
Pollimyrus schreyeni,11034,Osteoglossiformes,Mormyridae
Pollimyrus stappersii,11035,Osteoglossiformes,Mormyridae
Pollimyrus tumifrons,11037,Osteoglossiformes,Mormyridae
Polycentropsis abbreviata,9917,Ovalentaria/misc,Polycentridae
Polydactylus quadrifilis,5002,Carangaria/misc,Polynemidae
Polydactylus sexfilis,6416,Carangaria/misc,Polynemidae
Polypterus ansorgii,5005,Polypteriformes,Polypteridae
Polypterus bichir,5020,Polypteriformes,Polypteridae
Polypterus congicus,10818,Polypteriformes,Polypteridae
Polypterus delhezi,8116,Polypteriformes,Polypteridae
Polypterus endlicherii,2385,Polypteriformes,Polypteridae
Polypterus mokelembembe,62584,Polypteriformes,Polypteridae
Polypterus ornatipinnis,8115,Polypteriformes,Polypteridae
Polypterus palmas,2386,Polypteriformes,Polypteridae
Polypterus polli,51589,Polypteriformes,Polypteridae
Polypterus retropinnis,2387,Polypteriformes,Polypteridae
Polypterus senegalus,5024,Polypteriformes,Polypteridae
Polypterus teugelsi,61725,Polypteriformes,Polypteridae
Polypterus weeksii,8114,Polypteriformes,Polypteridae
Pomadasys argenteus,399,Eupercaria/misc,Haemulidae
Pomadasys jubelini,4708,Eupercaria/misc,Haemulidae
Pomatoschistus marmoratus,9191,Gobiiformes,Gobiidae
Pomatoschistus microps,1344,Gobiiformes,Gobiidae
Porogobius schlegelii,9984,Gobiiformes,Gobiidae
Poropanchax luxophthalmus,65890,Cyprinodontiformes,Procatopodidae
Poropanchax normani,2462,Cyprinodontiformes,Procatopodidae
Poropanchax pepo,69075,Cyprinodontiformes,Procatopodidae
Poropanchax rancureli,2464,Cyprinodontiformes,Procatopodidae
Poropanchax scheeli,9679,Cyprinodontiformes,Procatopodidae
Poropanchax stigmatopygus,62026,Cyprinodontiformes,Procatopodidae
Potamothrissa acutirostris,1546,Clupeiformes,Dorosomatidae
Potamothrissa obtusirostris,1547,Clupeiformes,Dorosomatidae
Potamothrissa whiteheadi,1548,Clupeiformes,Dorosomatidae
Pristis microdon,2546,Rhinopristiformes,Pristidae
Pristis pectinata,2057,Rhinopristiformes,Pristidae
Pristis perotteti,51176,Rhinopristiformes,Pristidae
Pristis pristis,8940,Rhinopristiformes,Pristidae
Pristis zijsron,7956,Rhinopristiformes,Pristidae
Procatopus aberrans,9702,Cyprinodontiformes,Procatopodidae
Procatopus nototaenia,9703,Cyprinodontiformes,Procatopodidae
Procatopus similis,9704,Cyprinodontiformes,Procatopodidae
Prolabeo batesi,5293,Cypriniformes,Cyprinidae
Prolabeops melanhypopterus,11611,Cypriniformes,Cyprinidae
Prolabeops nyongensis,61466,Cypriniformes,Cyprinidae
Pronothobranchius chirioi,68043,Cyprinodontiformes,Nothobranchiidae
Pronothobranchius gambiensis,68046,Cyprinodontiformes,Nothobranchiidae
Pronothobranchius kiyawensis,9881,Cyprinodontiformes,Nothobranchiidae
Pronothobranchius seymouri,68047,Cyprinodontiformes,Nothobranchiidae
Protomelas annectens,2121,Cichliformes,Cichlidae
Protomelas dejunctus,52353,Cichliformes,Cichlidae
Protomelas fenestratus,2122,Cichliformes,Cichlidae
Protomelas insignis,2120,Cichliformes,Cichlidae
Protomelas kirkii,2112,Cichliformes,Cichlidae
Protomelas krampus,69156,Cichliformes,Cichlidae
Protomelas labridens,2113,Cichliformes,Cichlidae
Protomelas macrodon,2115,Cichliformes,Cichlidae
Protomelas marginatus,2117,Cichliformes,Cichlidae
Protomelas pleurotaenia,2114,Cichliformes,Cichlidae
Protomelas similis,2116,Cichliformes,Cichlidae
Protomelas spilonotus,2119,Cichliformes,Cichlidae
Protomelas spilopterus,2126,Cichliformes,Cichlidae
Protomelas taeniolatus,2123,Cichliformes,Cichlidae
Protomelas triaenodon,2125,Cichliformes,Cichlidae
Protomelas virgatus,2124,Cichliformes,Cichlidae
Protopterus aethiopicus,8734,Ceratodontiformes,Protopteridae
Protopterus amphibius,8735,Ceratodontiformes,Protopteridae
Protopterus annectens,2384,Ceratodontiformes,Protopteridae
Protopterus dolloi,8736,Ceratodontiformes,Protopteridae
Psammogobius biocellatus,9946,Gobiiformes,Gobiidae
Psammphiletria delicata,61622,Siluriformes,Amphiliidae
Psammphiletria nasuta,61623,Siluriformes,Amphiliidae
Pseudobarbus afer,9817,Cypriniformes,Cyprinidae
Pseudobarbus asper,9924,Cypriniformes,Cyprinidae
Pseudobarbus burchelli,6137,Cypriniformes,Cyprinidae
Pseudobarbus burgi,6138,Cypriniformes,Cyprinidae
Pseudobarbus phlegethon,6139,Cypriniformes,Cyprinidae
Pseudobarbus quathlambae,6140,Cypriniformes,Cyprinidae
Pseudobarbus senticeps,68176,Cypriniformes,Cyprinidae
Pseudobarbus skeltoni,67147,Cypriniformes,Cyprinidae
Pseudobarbus swartzi,68174,Cypriniformes,Cyprinidae
Pseudobarbus tenuis,6097,Cypriniformes,Cyprinidae
Pseudobarbus verloreni,67576,Cypriniformes,Cyprinidae
Pseudocrenilabrus multicolor,6894,Cichliformes,Cichlidae
Pseudocrenilabrus nicholsi,6896,Cichliformes,Cichlidae
Pseudocrenilabrus philander,6891,Cichliformes,Cichlidae
Pseudocrenilabrus pyrrhocaudalis,68155,Cichliformes,Cichlidae
Pseudomyxus capensis,6334,Mugiliformes,Mugilidae
Pseudophoxinus callensis,11612,Cypriniformes,Leuciscidae
Pseudorasbora parva,4691,Cypriniformes,Gobionidae
Pseudosimochromis babaulti,7953,Cichliformes,Cichlidae
Pseudosimochromis curvifrons,8819,Cichliformes,Cichlidae
Pseudosimochromis margaretae,8858,Cichliformes,Cichlidae
Pseudosimochromis marginatus,8859,Cichliformes,Cichlidae
Pseudotanganikallabes prognatha,69152,Siluriformes,Clariidae
Pseudotolithus elongatus,433,Eupercaria/misc,Sciaenidae
Pseudotolithus epipercus,10200,Eupercaria/misc,Sciaenidae
Pseudotropheus benetos,46262,Cichliformes,Cichlidae
Pseudotropheus brevis,8360,Cichliformes,Cichlidae
Pseudotropheus crabro,2359,Cichliformes,Cichlidae
Pseudotropheus cyaneorhabdos,46243,Cichliformes,Cichlidae
Pseudotropheus elegans,2362,Cichliformes,Cichlidae
Pseudotropheus fuscoides,2366,Cichliformes,Cichlidae
Pseudotropheus fuscus,2367,Cichliformes,Cichlidae
Pseudotropheus galanos,59148,Cichliformes,Cichlidae
Pseudotropheus interruptus,8359,Cichliformes,Cichlidae
Pseudotropheus johannii,2346,Cichliformes,Cichlidae
Pseudotropheus livingstonii,2373,Cichliformes,Cichlidae
Pseudotropheus perileucos,46259,Cichliformes,Cichlidae
Pseudotropheus perspicax,2350,Cichliformes,Cichlidae
Pseudotropheus purpuratus,8340,Cichliformes,Cichlidae
Pseudotropheus tursiops,2382,Cichliformes,Cichlidae
Pseudotropheus williamsi,8344,Cichliformes,Cichlidae
Pterochromis congicus,8820,Cichliformes,Cichlidae
Ptychochromis curvidens,62933,Cichliformes,Cichlidae
Ptychochromis ernestmagnusi,65593,Cichliformes,Cichlidae
Ptychochromis grandidieri,61566,Cichliformes,Cichlidae
Ptychochromis inornatus,59100,Cichliformes,Cichlidae
Ptychochromis insolitus,62937,Cichliformes,Cichlidae
Ptychochromis loisellei,62932,Cichliformes,Cichlidae
Ptychochromis mainty,68158,Cichliformes,Cichlidae
Ptychochromis makira,62922,Cichliformes,Cichlidae
Ptychochromis oligacanthus,8821,Cichliformes,Cichlidae
Ptychochromis onilahy,62921,Cichliformes,Cichlidae
Ptychochromoides betsileanus,8822,Cichliformes,Cichlidae
Ptychochromoides itasy,62066,Cichliformes,Cichlidae
Ptychochromoides vondrozo,58344,Cichliformes,Cichlidae
Pungu maclareni,6327,Cichliformes,Cichlidae
Raiamas ansorgii,12710,Cypriniformes,Danionidae
Raiamas batesii,11615,Cypriniformes,Danionidae
Raiamas brachyrhabdotos,69134,Cypriniformes,Danionidae
Raiamas buchholzi,12711,Cypriniformes,Danionidae
Raiamas christyi,11603,Cypriniformes,Danionidae
Raiamas intermedius,11389,Cypriniformes,Danionidae
Raiamas kheeli,62866,Cypriniformes,Danionidae
Raiamas levequei,5278,Cypriniformes,Danionidae
Raiamas longirostris,12713,Cypriniformes,Danionidae
Raiamas marqueti,69133,Cypriniformes,Danionidae
Raiamas moorii,10347,Cypriniformes,Danionidae
Raiamas nigeriensis,5279,Cypriniformes,Danionidae
Raiamas salmolucius,12718,Cypriniformes,Danionidae
Raiamas scarciensis,5277,Cypriniformes,Danionidae
Raiamas senegalensis,5276,Cypriniformes,Danionidae
Raiamas shariensis,11621,Cypriniformes,Danionidae
Raiamas steindachneri,5280,Cypriniformes,Danionidae
Rasbora gerlachi,60448,Cypriniformes,Danionidae
Rastrineobola argentea,281,Cypriniformes,Danionidae
Ratsirakia legendrei,10025,Gobiiformes,Eleotridae
Redigobius balteatus,11817,Gobiiformes,Gobiidae
Redigobius bikolanus,11818,Gobiiformes,Gobiidae
Redigobius dewaali,6346,Gobiiformes,Gobiidae
Reganochromis calliurus,8823,Cichliformes,Cichlidae
Rhabdalestes aeratis,62454,Characiformes,Alestidae
Rhabdalestes brevidorsalis,5245,Characiformes,Alestidae
Rhabdalestes maunensis,11165,Characiformes,Alestidae
Rhabdalestes rhodesiensis,11166,Characiformes,Alestidae
Rhabdalestes septentrionalis,5246,Characiformes,Alestidae
Rhabdalestes tangensis,11167,Characiformes,Alestidae
Rhabdalestes yokai,64810,Characiformes,Alestidae
Rhabdosargus thorpei,7936,Eupercaria/misc,Sparidae
Rhamphochromis esox,2306,Cichliformes,Cichlidae
Rhamphochromis ferox,2303,Cichliformes,Cichlidae
Rhamphochromis longiceps,2297,Cichliformes,Cichlidae
Rhamphochromis lucius,2301,Cichliformes,Cichlidae
Rhamphochromis macrophthalmus,2298,Cichliformes,Cichlidae
Rhamphochromis woodi,2302,Cichliformes,Cichlidae
Rheocles alaotrensis,9884,Atheriniformes,Bedotiidae
Rheocles derhami,58323,Atheriniformes,Bedotiidae
Rheocles lateralis,10533,Atheriniformes,Bedotiidae
Rheocles pellegrini,9886,Atheriniformes,Bedotiidae
Rheocles sikorae,9885,Atheriniformes,Bedotiidae
Rheocles vatosoa,59769,Atheriniformes,Bedotiidae
Rheocles wrightae,10535,Atheriniformes,Bedotiidae
Rhexipanchax kabae,9658,Cyprinodontiformes,Procatopodidae
Rhexipanchax lamberti,9662,Cyprinodontiformes,Procatopodidae
Rhexipanchax nimbaensis,2460,Cyprinodontiformes,Procatopodidae
Rhexipanchax schiotzi,2466,Cyprinodontiformes,Procatopodidae
Rhizoprionodon acutus,899,Carcharhiniformes,Carcharhinidae
Rhynchorhamphus georgii,4666,Beloniformes,Hemiramphidae
Rutilus rutilus,272,Cypriniformes,Leuciscidae
Salaria atlantica,66697,Blenniiformes,Blenniidae
Salaria fluviatilis,4877,Blenniiformes,Blenniidae
Salmo akairos,62271,Salmoniformes,Salmonidae
Salmo macrostigma,4879,Salmoniformes,Salmonidae
Salmo multipunctatus,67944,Salmoniformes,Salmonidae
Salmo pallaryi,61455,Salmoniformes,Salmonidae
Salmo pellegrini,68960,Salmoniformes,Salmonidae
Salmo salar,236,Salmoniformes,Salmonidae
Salmo trutta,238,Salmoniformes,Salmonidae
Salmo viridis,68117,Salmoniformes,Salmonidae
Salvelinus alpinus,247,Salmoniformes,Salmonidae
Salvelinus fontinalis,246,Salmoniformes,Salmonidae
Sanagia velifera,11623,Cypriniformes,Cyprinidae
Sandelia bainsii,10053,Anabantiformes,Anabantidae
Sandelia capensis,10054,Anabantiformes,Anabantidae
Sander lucioperca,360,Perciformes/Percoidei,Percidae
Sardina pilchardus,1350,Clupeiformes,Alosidae
Sargochromis carlottae,5364,Cichliformes,Cichlidae
Sargochromis codringtonii,5361,Cichliformes,Cichlidae
Sargochromis coulteri,6899,Cichliformes,Cichlidae
Sargochromis giardi,5363,Cichliformes,Cichlidae
Sargochromis greenwoodi,6901,Cichliformes,Cichlidae
Sargochromis mellandi,6904,Cichliformes,Cichlidae
Sargochromis mortimeri,6905,Cichliformes,Cichlidae
Sargochromis thysi,6909,Cichliformes,Cichlidae
Sarotherodon caroli,2026,Cichliformes,Cichlidae
Sarotherodon caudomarginatus,1449,Cichliformes,Cichlidae
Sarotherodon galilaeus,1389,Cichliformes,Cichlidae
