speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName	commonSpecies
Sciaena unimaculata	synonym	8086	Amphiprion polymnus	Teleostei	Ovalentaria/misc	Pomacentridae	Amphiprion	Saddleback clownfish	TRUE
Sciaena vittata	synonym	4925	Grammistes sexlineatus	Teleostei	Perciformes/Serranoidei	Grammistidae	Grammistes	Goldenstriped soapfish	TRUE
Sciaenochromis ahli	accepted name	2239	Sciaenochromis ahli	Teleostei	Cichliformes	Cichlidae	Sciaenochromis	Electric blue hap	TRUE
Sciaenochromis benthicola	accepted name	60050	Sciaenochromis benthicola	Teleostei	Cichliformes	Cichlidae	Sciaenochromis	NA	TRUE
Sciaenochromis fryeri	accepted name	60051	Sciaenochromis fryeri	Teleostei	Cichliformes	Cichlidae	Sciaenochromis	NA	TRUE
Sciaenochromis gracilis	synonym	2240	Mylochromis gracilis	Teleostei	Cichliformes	Cichlidae	Mylochromis	Haplochromis torpedo stripe	TRUE
Sciaenochromis psammophilus	accepted name	60048	Sciaenochromis psammophilus	Teleostei	Cichliformes	Cichlidae	Sciaenochromis	Electric blue kande	TRUE
Sciaenochromis spilostichus	synonym	2241	Mylochromis spilostichus	Teleostei	Cichliformes	Cichlidae	Mylochromis	NA	TRUE
Scilbe mystus	synonym	2447	Schilbe mystus	Teleostei	Siluriformes	Schilbeidae	Schilbe	African butter catfish	TRUE
Sciliorhinus caniculus	synonym	845	Scyliorhinus canicula	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Lesser spotted dogfish	TRUE
Scobatus granulatus	synonym	8731	Glaucostegus granulatus	Elasmobranchii	Rhinopristiformes	Glaucostegidae	Glaucostegus	Granulated guitarfish	TRUE
Scobatus halavi	synonym	10804	Glaucostegus halavi	Elasmobranchii	Rhinopristiformes	Glaucostegidae	Glaucostegus	Halavi ray	TRUE
Scolecenchelys erythraeensis	synonym	67826	Scolecenchelys iredalei	Teleostei	Anguilliformes	Ophichthidae	Scolecenchelys	Coral worm eel	TRUE
Scolecenchelys gymnota	accepted name	7288	Scolecenchelys gymnota	Teleostei	Anguilliformes	Ophichthidae	Scolecenchelys	Indo-Pacific slender worm-eel	TRUE
Scolecenchelys gymnotus	synonym	7288	Scolecenchelys gymnota	Teleostei	Anguilliformes	Ophichthidae	Scolecenchelys	Indo-Pacific slender worm-eel	TRUE
Scolecenchelys iredalei	accepted name	67826	Scolecenchelys iredalei	Teleostei	Anguilliformes	Ophichthidae	Scolecenchelys	Coral worm eel	TRUE
Scolecenchelys laticaudata	accepted name	15672	Scolecenchelys laticaudata	Teleostei	Anguilliformes	Ophichthidae	Scolecenchelys	Redfin worm-eel	TRUE
Scolecenchelys robusta	accepted name	67827	Scolecenchelys robusta	Teleostei	Anguilliformes	Ophichthidae	Scolecenchelys	Robust worm eel	TRUE
Scolecenchelys xorae	accepted name	15677	Scolecenchelys xorae	Teleostei	Anguilliformes	Ophichthidae	Scolecenchelys	Orangehead worm-eel	TRUE
Scoliodon acutus	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon affinis	synonym	894	Loxodon macrorhinus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Loxodon	Sliteye shark	TRUE
Scoliodon ceylonensis	synonym	894	Loxodon macrorhinus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Loxodon	Sliteye shark	TRUE
Scoliodon dumerili	synonym	894	Loxodon macrorhinus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Loxodon	Sliteye shark	TRUE
Scoliodon intermedius	synonym	902	Rhizoprionodon oligolinx	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Grey sharpnose shark	TRUE
Scoliodon jordani	synonym	894	Loxodon macrorhinus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Loxodon	Sliteye shark	TRUE
Scoliodon laticaudata	synonym	906	Scoliodon laticaudus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Scoliodon	Spadenose shark	TRUE
Scoliodon laticaudus	accepted name	906	Scoliodon laticaudus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Scoliodon	Spadenose shark	TRUE
Scoliodon longmani	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon palasorra	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon palasorrah	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon sorrahkowah	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon terraenovae	synonym	905	Rhizoprionodon terraenovae	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Atlantic sharpnose shark	TRUE
Scoliodon vagatus	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon walbeehmi	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon walbeehmii	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliodon walbeemii	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scoliophis atlanticus	synonym	90	Cetorhinus maximus	Elasmobranchii	Lamniformes	Cetorhinidae	Cetorhinus	Basking shark	TRUE
Scolliodon walbechmii	synonym	899	Rhizoprionodon acutus	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Milk shark	TRUE
Scolopsides collaris	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsides frenatus	synonym	5887	Scolopsis frenata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Bridled monocle bream	TRUE
Scolopsides kate	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsides lycogenis	synonym	5876	Scolopsis ciliata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Saw-jawed monocle bream	TRUE
Scolopsides personatus	synonym	5884	Scolopsis aurata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Yellowstripe monocle bream	TRUE
Scolopsides phaeops	synonym	5887	Scolopsis frenata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Bridled monocle bream	TRUE
Scolopsides pomotis	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsides rupellii	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsides taeniatus	synonym	5889	Scolopsis taeniata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Black-streaked monocle bream	TRUE
Scolopsides torquatus	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsis argyrosomus	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsis aspinosa	synonym	5856	Parascolopsis aspinosa	Teleostei	Eupercaria/misc	Nemipteridae	Parascolopsis	Smooth dwarf monocle bream	TRUE
Scolopsis aurata	accepted name	5884	Scolopsis aurata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Yellowstripe monocle bream	TRUE
Scolopsis auratus	synonym	5884	Scolopsis aurata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Yellowstripe monocle bream	TRUE
Scolopsis bimaculata	accepted name	5886	Scolopsis bimaculata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Thumbprint monocle bream	TRUE
Scolopsis bimaculatus	synonym	5886	Scolopsis bimaculata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Thumbprint monocle bream	TRUE
Scolopsis ciliata	accepted name	5876	Scolopsis ciliata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Saw-jawed monocle bream	TRUE
Scolopsis ciliates	synonym	5876	Scolopsis ciliata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Saw-jawed monocle bream	TRUE
Scolopsis ciliatus	synonym	5876	Scolopsis ciliata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Saw-jawed monocle bream	TRUE
Scolopsis eriomma	synonym	5858	Parascolopsis eriomma	Teleostei	Eupercaria/misc	Nemipteridae	Parascolopsis	Swallowtail dwarf monocle bream	TRUE
Scolopsis frenata	accepted name	5887	Scolopsis frenata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Bridled monocle bream	TRUE
Scolopsis frenatus	synonym	5887	Scolopsis frenata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Bridled monocle bream	TRUE
Scolopsis ghanam	accepted name	5888	Scolopsis ghanam	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Arabian monocle bream	TRUE
Scolopsis igcarensis	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsis jonesi	synonym	5856	Parascolopsis aspinosa	Teleostei	Eupercaria/misc	Nemipteridae	Parascolopsis	Smooth dwarf monocle bream	TRUE
Scolopsis kurite	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsis luzonia	synonym	5876	Scolopsis ciliata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Saw-jawed monocle bream	TRUE
Scolopsis nototaenia	synonym	5889	Scolopsis taeniata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Black-streaked monocle bream	TRUE
Scolopsis ocularis	synonym	5888	Scolopsis ghanam	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Arabian monocle bream	TRUE
Scolopsis personatus	synonym	5884	Scolopsis aurata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Yellowstripe monocle bream	TRUE
Scolopsis phaeops	synonym	5887	Scolopsis frenata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Bridled monocle bream	TRUE
Scolopsis specularis	synonym	5876	Scolopsis ciliata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Saw-jawed monocle bream	TRUE
Scolopsis taeniata	accepted name	5889	Scolopsis taeniata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Black-streaked monocle bream	TRUE
Scolopsis taeniatus	synonym	5889	Scolopsis taeniata	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Black-streaked monocle bream	TRUE
Scolopsis torquata	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsis townsendi	synonym	5859	Parascolopsis townsendi	Teleostei	Eupercaria/misc	Nemipteridae	Parascolopsis	Scaly dwarf monocle bream	TRUE
Scolopsis vosmaeri	synonym	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scolopsis vosmeri	accepted name	5883	Scolopsis vosmeri	Teleostei	Eupercaria/misc	Nemipteridae	Scolopsis	Whitecheek monocle bream	TRUE
Scomber alalunga	synonym	142	Thunnus alalunga	Teleostei	Scombriformes	Scombridae	Thunnus	Albacore	TRUE
Scomber alatunga	synonym	142	Thunnus alalunga	Teleostei	Scombriformes	Scombridae	Thunnus	Albacore	TRUE
Scomber albacares	synonym	143	Thunnus albacares	Teleostei	Scombriformes	Scombridae	Thunnus	Yellowfin tuna	TRUE
Scomber albacorus	synonym	143	Thunnus albacares	Teleostei	Scombriformes	Scombridae	Thunnus	Yellowfin tuna	TRUE
Scomber albicans	synonym	142	Thunnus alalunga	Teleostei	Scombriformes	Scombridae	Thunnus	Albacore	TRUE
Scomber alletteratus	synonym	97	Euthynnus alletteratus	Teleostei	Scombriformes	Scombridae	Euthynnus	Little tunny	TRUE
Scomber amarui	synonym	89	Acanthocybium solandri	Teleostei	Scombriformes	Scombridae	Acanthocybium	Wahoo	TRUE
Scomber amia	synonym	692	Lichia amia	Teleostei	Carangiformes	Carangidae	Lichia	Leerfish	TRUE
Scomber antarcticus	synonym	116	Scomber australasicus	Teleostei	Scombriformes	Scombridae	Scomber	Blue mackerel	TRUE
Scomber atun	synonym	489	Thyrsites atun	Teleostei	Scombriformes	Gempylidae	Thyrsites	Snoek	TRUE
Scomber australasicus	accepted name	116	Scomber australasicus	Teleostei	Scombriformes	Scombridae	Scomber	Blue mackerel	TRUE
Scomber balantiophthalmus	synonym	387	Selar crumenophthalmus	Teleostei	Carangiformes	Carangidae	Selar	Bigeye scad	TRUE
Scomber bisus	synonym	93	Auxis rochei	Teleostei	Scombriformes	Scombridae	Auxis	Bullet tuna	TRUE
Scomber botla	synonym	1965	Trachinotus botla	Teleostei	Carangiformes	Carangidae	Trachinotus	Largespotted dart	TRUE
Scomber canagurta	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber capensis	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber carangus	synonym	71	Caranx hippos	Teleostei	Carangiformes	Carangidae	Caranx	Crevalle jack	TRUE
Scomber chloris	synonym	385	Chloroscombrus chrysurus	Teleostei	Carangiformes	Carangidae	Chloroscombrus	Atlantic bumper	TRUE
Scomber chrysos	synonym	1933	Caranx crysos	Teleostei	Carangiformes	Carangidae	Caranx	Blue runner	TRUE
Scomber chrysozonus	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber chrysurus	synonym	385	Chloroscombrus chrysurus	Teleostei	Carangiformes	Carangidae	Chloroscombrus	Atlantic bumper	TRUE
Scomber colias	accepted name	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber commerson	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomber commersonii	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomber cordyla	synonym	384	Megalaspis cordyla	Teleostei	Carangiformes	Carangidae	Megalaspis	Torpedo scad	TRUE
Scomber crumenophthalmus	synonym	387	Selar crumenophthalmus	Teleostei	Carangiformes	Carangidae	Selar	Bigeye scad	TRUE
Scomber crysos	synonym	1933	Caranx crysos	Teleostei	Carangiformes	Carangidae	Caranx	Blue runner	TRUE
Scomber dekayi	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber delphinalis	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber dentatus	synonym	489	Thyrsites atun	Teleostei	Scombriformes	Gempylidae	Thyrsites	Snoek	TRUE
Scomber dentex	synonym	489	Thyrsites atun	Teleostei	Scombriformes	Gempylidae	Thyrsites	Snoek	TRUE
Scomber diego	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber djedaba	synonym	1889	Alepes djedaba	Teleostei	Carangiformes	Carangidae	Alepes	Shrimp scad	TRUE
Scomber edentulus	synonym	4451	Leiognathus equula	Teleostei	Acanthuriformes	Leiognathidae	Leiognathus	Common ponyfish	TRUE
Scomber equula	synonym	4451	Leiognathus equula	Teleostei	Acanthuriformes	Leiognathidae	Leiognathus	Common ponyfish	TRUE
Scomber equula minimus	synonym	7748	Equulites berbis	Teleostei	Acanthuriformes	Leiognathidae	Equulites	Berber ponyfish	TRUE
Scomber falcatus	synonym	1963	Trachinotus blochii	Teleostei	Carangiformes	Carangidae	Trachinotus	Snubnose pompano	TRUE
Scomber fasciatus	synonym	1006	Seriola fasciata	Teleostei	Carangiformes	Carangidae	Seriola	Lesser amberjack	TRUE
Scomber ferdau	synonym	1921	Ferdauia ferdau	Teleostei	Carangiformes	Carangidae	Ferdauia	Blue trevally	TRUE
Scomber ferdau bajad	synonym	1923	Flavocaranx bajad	Teleostei	Carangiformes	Carangidae	Flavocaranx	Orangespotted trevally	TRUE
Scomber flexuosus	synonym	692	Lichia amia	Teleostei	Carangiformes	Carangidae	Lichia	Leerfish	TRUE
Scomber forsteri	synonym	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomber fulvoguttatus	synonym	1926	Turrum fulvoguttatum	Teleostei	Carangiformes	Carangidae	Turrum	Yellowspotted trevally	TRUE
Scomber germo	synonym	142	Thunnus alalunga	Teleostei	Scombriformes	Scombridae	Thunnus	Albacore	TRUE
Scomber germon	synonym	142	Thunnus alalunga	Teleostei	Scombriformes	Scombridae	Thunnus	Albacore	TRUE
Scomber gigas	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber gladius	synonym	77	Istiophorus platypterus	Teleostei	Carangiformes	Istiophoridae	Istiophorus	Indo-Pacific sailfish	TRUE
Scomber glauciscus	synonym	118	Scomber scombrus	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic mackerel	TRUE
Scomber glaucus	synonym	1773	Trachinotus ovatus	Teleostei	Carangiformes	Carangidae	Trachinotus	Pompano	TRUE
Scomber gracilis	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber grex	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber gunneri	synonym	1072	Lampris guttatus	Teleostei	Lampriformes	Lampridae	Lampris	Opah	TRUE
Scomber guttatus	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomber heberi	synonym	1898	Caranx heberi	Teleostei	Carangiformes	Carangidae	Caranx	Blacktip trevally	TRUE
Scomber helvolus	synonym	1983	Uraspis helvola	Teleostei	Carangiformes	Carangidae	Uraspis	Whitetongue jack	TRUE
Scomber hippos	synonym	71	Caranx hippos	Teleostei	Carangiformes	Carangidae	Caranx	Crevalle jack	TRUE
Scomber ignobilis	synonym	1895	Caranx ignobilis	Teleostei	Carangiformes	Carangidae	Caranx	Giant trevally	TRUE
Scomber janesaba	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber japonicus	accepted name	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber japonicus colias	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber japonicus japonicus	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber japonicus peruanus	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber joanesaba	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber kanagurta	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber lactarius	synonym	363	Lactarius lactarius	Teleostei	Carangaria/misc	Lactariidae	Lactarius	False trevally	TRUE
Scomber lanceolatus	synonym	489	Thyrsites atun	Teleostei	Scombriformes	Gempylidae	Thyrsites	Snoek	TRUE
Scomber leopardus	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomber lepturus	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber loo	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber lutescens	synonym	1002	Pseudocaranx dentex	Teleostei	Carangiformes	Carangidae	Pseudocaranx	White trevally	TRUE
Scomber lysan	synonym	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomber macrophthalmus	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber maculosus	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomber madagascariensis	synonym	1950	Scomberoides commersonnianus	Teleostei	Carangiformes	Carangidae	Scomberoides	Talang queenfish	TRUE
Scomber malabaricus	synonym	4443	Platycaranx malabaricus	Teleostei	Carangiformes	Carangidae	Platycaranx	Malabar trevally	TRUE
Scomber mediterraneus	synonym	115	Sarda sarda	Teleostei	Scombriformes	Scombridae	Sarda	Atlantic bonito	TRUE
Scomber micans	synonym	1002	Pseudocaranx dentex	Teleostei	Carangiformes	Carangidae	Pseudocaranx	White trevally	TRUE
Scomber microlepidotus	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber minutus	synonym	4462	Gazza minuta	Teleostei	Acanthuriformes	Leiognathidae	Gazza	Toothpony	TRUE
Scomber moluccensis	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber niger	synonym	3542	Rachycentron canadum	Teleostei	Carangiformes	Rachycentridae	Rachycentron	Cobia	TRUE
Scomber palamitus	synonym	115	Sarda sarda	Teleostei	Scombriformes	Scombridae	Sarda	Atlantic bonito	TRUE
Scomber pelagicus	synonym	6	Coryphaena hippurus	Teleostei	Carangiformes	Coryphaenidae	Coryphaena	Common dolphinfish	TRUE
Scomber pelamides	synonym	107	Katsuwonus pelamis	Teleostei	Scombriformes	Scombridae	Katsuwonus	Skipjack tuna	TRUE
Scomber pelamis	synonym	107	Katsuwonus pelamis	Teleostei	Scombriformes	Scombridae	Katsuwonus	Skipjack tuna	TRUE
Scomber pelamys	synonym	107	Katsuwonus pelamis	Teleostei	Scombriformes	Scombridae	Katsuwonus	Skipjack tuna	TRUE
Scomber peruanus	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber platinoides	synonym	1002	Pseudocaranx dentex	Teleostei	Carangiformes	Carangidae	Pseudocaranx	White trevally	TRUE
Scomber plumieri	synonym	387	Selar crumenophthalmus	Teleostei	Carangiformes	Carangidae	Selar	Bigeye scad	TRUE
Scomber pneumatophorus	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber ponticus	synonym	115	Sarda sarda	Teleostei	Scombriformes	Scombridae	Sarda	Atlantic bonito	TRUE
Scomber punctatus	synonym	118	Scomber scombrus	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic mackerel	TRUE
Scomber quadripunctatus	synonym	97	Euthynnus alletteratus	Teleostei	Scombriformes	Scombridae	Euthynnus	Little tunny	TRUE
Scomber reani	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber rhombeus	synonym	5807	Monodactylus argenteus	Teleostei	Eupercaria/misc	Monodactylidae	Monodactylus	Silver moony	TRUE
Scomber rochei	synonym	93	Auxis rochei	Teleostei	Scombriformes	Scombridae	Auxis	Bullet tuna	TRUE
Scomber rottleri	synonym	384	Megalaspis cordyla	Teleostei	Carangiformes	Carangidae	Megalaspis	Torpedo scad	TRUE
Scomber saba	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber sansum	synonym	1895	Caranx ignobilis	Teleostei	Carangiformes	Carangidae	Caranx	Giant trevally	TRUE
Scomber sansun	synonym	1895	Caranx ignobilis	Teleostei	Carangiformes	Carangidae	Caranx	Giant trevally	TRUE
Scomber sarda	synonym	115	Sarda sarda	Teleostei	Scombriformes	Scombridae	Sarda	Atlantic bonito	TRUE
Scomber scomber	synonym	118	Scomber scombrus	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic mackerel	TRUE
Scomber scomber lacertus	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber scombrus	accepted name	118	Scomber scombrus	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic mackerel	TRUE
Scomber scombrus japonicus	synonym	117	Scomber japonicus	Teleostei	Scombriformes	Scombridae	Scomber	Chub mackerel	TRUE
Scomber scriptus	synonym	118	Scomber scombrus	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic mackerel	TRUE
Scomber sloanei	synonym	143	Thunnus albacares	Teleostei	Scombriformes	Scombridae	Thunnus	Yellowfin tuna	TRUE
Scomber speciosus	synonym	4464	Gnathanodon speciosus	Teleostei	Carangiformes	Carangidae	Gnathanodon	Golden trevally	TRUE
Scomber splendens	synonym	489	Thyrsites atun	Teleostei	Scombriformes	Gempylidae	Thyrsites	Snoek	TRUE
Scomber sypterus	synonym	364	Pomatomus saltatrix	Teleostei	Scombriformes	Pomatomidae	Pomatomus	Bluefish	TRUE
Scomber tapeinocephalus	synonym	116	Scomber australasicus	Teleostei	Scombriformes	Scombridae	Scomber	Blue mackerel	TRUE
Scomber taso	synonym	94	Auxis thazard	Teleostei	Scombriformes	Scombridae	Auxis	Frigate tuna	TRUE
Scomber thazard	synonym	94	Auxis thazard	Teleostei	Scombriformes	Scombridae	Auxis	Frigate tuna	TRUE
Scomber thynnus	synonym	147	Thunnus thynnus	Teleostei	Scombriformes	Scombridae	Thunnus	Atlantic bluefin tuna	TRUE
Scomber trachurus	synonym	1365	Trachurus trachurus	Teleostei	Carangiformes	Carangidae	Trachurus	Atlantic horse mackerel	TRUE
Scomber uam	synonym	111	Rastrelliger kanagurta	Teleostei	Scombriformes	Scombridae	Rastrelliger	Indian mackerel	TRUE
Scomber undulatus	synonym	54736	Scomber colias	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic chub mackerel	TRUE
Scomber unicolor	synonym	108	Orcynopsis unicolor	Teleostei	Scombriformes	Scombridae	Orcynopsis	Plain bonito	TRUE
Scomber vau	synonym	106	Gymnosarda unicolor	Teleostei	Scombriformes	Scombridae	Gymnosarda	Dogtooth tuna	TRUE
Scomber vernalis	synonym	118	Scomber scombrus	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic mackerel	TRUE
Scomber vulgaris	synonym	118	Scomber scombrus	Teleostei	Scombriformes	Scombridae	Scomber	Atlantic mackerel	TRUE
Scomberesox camperi	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scomberesox camperii	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scomberesox equirostrum	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
